dataset,budget_ratio,selector_ref,n,old_mean_pct,old_sd_pct,new_mean_pct,new_sd_pct,delta_mean_pp,delta_sd_pp,selection_ids_same,output_recipes_same
PubMed,0.01,gt_full_sgc_all_trainable_hops3.yaml,3,85.6237322515213,0.20283975659229014,88.67478025693036,0.03873035577211188,3.051048005409059,0.17988333885896587,0,0
PubMed,0.01,gt_simple.yaml,3,85.5054090601758,0.052780578079772864,88.38742393509128,0.11619106731632169,2.8820148749154804,0.1528324993240743,0,0
PubMed,0.01,p_graph.yaml,3,85.54766734279919,0.11051975008978096,88.27755240027045,0.32205136719503064,2.729885057471263,0.271112490404752,0,0
PubMed,0.01,p_point.yaml,3,85.47160243407708,0.18283728577403963,88.48884381338742,0.14117049601495815,3.0172413793103425,0.21663295500298416,0,0
PubMed,0.01,r_point.yaml,3,85.48005409060175,0.19694354627672203,88.2606490872211,0.1662636542672939,2.780594996619338,0.3260192955034831,0,0
PubMed,0.01,random.yaml,3,85.53921568627452,0.16882170685799724,88.47194050033806,0.07746071154421601,2.932724814063555,0.19365177886053905,3,0
PubMed,0.05,degree.yaml,3,85.4631507775524,0.052780578079767174,88.51419878296146,0.21958047763296762,3.0510480054090627,0.2711124904047555,3,0
PubMed,0.05,gt_full.yaml,3,84.81237322515213,0.24187099427407197,87.76200135226505,0.3451754201599424,2.9496281271129132,0.584998731598113,0,0
PubMed,0.05,gt_full_all_trainable.yaml,3,84.77856659905342,0.1301115983632623,88.14232589587559,0.38480569431480777,3.3637592968221774,0.29386982168210785,0,0
PubMed,0.05,gt_full_all_trainable_hops3.yaml,3,84.79546991210277,0.11433189028455289,88.24374577417174,0.16496975402250946,3.448275862068965,0.1583417342393086,0,0
PubMed,0.05,gt_full_sgc_all_trainable_hops3.yaml,3,85.71670047329276,0.07746071154422376,88.80155510480054,0.1198229114161391,3.084854631507772,0.09599236554767329,0,0
PubMed,0.05,gt_simple.yaml,3,85.42934415145369,0.2539719269999473,88.31135902636917,0.24187099427407197,2.882014874915484,0.36946404655839177,0,0
PubMed,0.05,p_graph.yaml,3,84.79546991210277,0.16496975402250946,87.93948613928329,0.06380860746509956,3.144016227180524,0.10141987829614951,0,0
PubMed,0.05,p_point.yaml,3,84.7447599729547,0.2781352716684272,87.60141987829614,0.29893068262048345,2.8566599053414445,0.4067345982256947,0,0
PubMed,0.05,r_point.yaml,3,84.76166328600407,0.29893068262047556,87.736646382691,0.33477522515785174,2.9749830966869486,0.5562705433368627,0,0
PubMed,0.05,random.yaml,3,85.58147396889791,0.16496975402250946,88.36206896551724,0.1662636542672939,2.780594996619338,0.29386982168211184,3,0
PubMed,0.1,degree.yaml,3,85.41244083840434,0.07319349254432254,88.75084516565248,0.03873035577211188,3.338404327248138,0.08904372678205481,3,0
PubMed,0.1,gt_full.yaml,3,83.78972278566599,0.2215237055794646,86.48580121703854,0.70993914807302,2.696078431372554,0.7624780805457406,0,0
PubMed,0.1,gt_full_all_trainable.yaml,3,83.81507775524003,0.1903030806152435,87.42393509127788,0.22103950017955215,3.6088573360378593,0.18689439137505168,0,0
PubMed,0.1,gt_full_all_trainable_hops3.yaml,3,83.9080459770115,0.16882170685799902,87.67748478701826,0.603746495932585,3.7694388100067644,0.7527195428739824,0,0
PubMed,0.1,gt_full_sgc_all_trainable_hops3.yaml,3,85.6997971602434,0.17748478701824816,88.45503718728871,0.42148267883001406,2.755240027045299,0.5805863588774687,0,0
PubMed,0.1,gt_simple.yaml,3,85.41244083840432,0.2827202279188285,88.00709939148074,0.2924077736985566,2.594658553076401,0.3848056943148161,0,0
PubMed,0.1,p_graph.yaml,3,83.84043272481406,0.23558755687569705,86.71399594320486,0.5051941897862929,2.873563218390803,0.6681086603776795,0,0
PubMed,0.1,p_point.yaml,3,83.30797836375929,0.2781352716684322,86.12237998647736,0.5614470480136027,2.814401622718051,0.8378657019197955,0,0
PubMed,0.1,r_point.yaml,3,83.40939824205545,0.28272022791882323,86.11392832995267,0.6212398737639254,2.704530087897228,0.8580824980728172,0,0
PubMed,0.1,random.yaml,3,85.53921568627452,0.11982291141614461,88.75929682217715,0.18689439137504688,3.220081135902634,0.26713118034616024,3,0
PubMed,0.15,degree.yaml,3,85.48005409060175,0.10556115615953435,88.44658553076404,0.15283249932408027,2.9665314401622713,0.2573248368431063,3,0
PubMed,0.15,gt_full.yaml,3,82.65720081135903,0.4080496181397365,85.8265720081136,0.4265366085512305,3.1693711967545632,0.25732483684311125,0,0
PubMed,0.15,gt_full_all_trainable.yaml,3,82.82623394185259,0.3024937486168618,87.20419202163623,0.9440541953114084,4.37795807978364,1.1368342009790502,0,0
PubMed,0.15,gt_full_all_trainable_hops3.yaml,3,82.79242731575388,0.3149872405947272,87.0605138607167,0.7445616798254584,4.2680865449628085,0.9247904371734481,0,0
PubMed,0.15,gt_full_sgc_all_trainable_hops3.yaml,3,85.72515212981745,0.09141864288701883,88.70858688302907,0.0638086074651005,2.983434753211626,0.13964428365329848,0,0
