dataset,training_seed,budget_ratio,selector_ref,cell_id,selection_id_old,selection_id_new,selection_id_same,output_recipe_hash_old,output_recipe_hash_new,old_f1_after_pct,new_f1_after_pct,delta_new_minus_old_pp
CiteSeer,2024,0.15,p_point.yaml,20aca3f82edfe134fd8c,sel_87a5d9c1_c51301bc,sel_c0de84be_69753919,False,3f114b38da034710691e73ab4ea60bdab7d77511033ade3d976ba02d5c17959b,37bb4ba3e711eefe98189774e8746ffb2c40a2787c2f310218ae2da10e52ad1f,76.12612612612612,73.72372372372372,-2.4024024024024038
CiteSeer,2024,0.15,gt_full_all_trainable_hops3.yaml,94816cf51175c1cd7a65,sel_cd376417_a3cc045c,sel_2febda33_39c0b044,False,2e1d33a0c930e266b01fd4837ef413a26f35b925e2f8dbe3a87d16d191315391,3c588a1d66d9c5801c50a727f1c238b82f321ab87ce5c67a02362e94b4c0f971,75.82582582582582,75.07507507507508,-0.7507507507507505
CiteSeer,2024,0.15,gt_full_sgc_all_trainable_hops3.yaml,6885628fd1bbc2554cdb,sel_a01d0590_6bce2917,sel_48fa8caf_c0d54936,False,f1ac48da80c99d2e6607798a431d298131ebfd9d3b002153125d944cf50cea27,537f9d9411390b54e22fd24274036b933c02a5a0d2557130ba17a41599ccb7c9,76.12612612612612,74.62462462462463,-1.501501501501501
PubMed,42,0.01,gt_full.yaml,ba1a440888e60ffb3cd7,sel_405036af_38d85530,sel_1c7d4683_7b8b89b7,False,d255543e35195882abfefac68d83eba38e7779817691358112f028574971b97d,f17de099bf055ac1d18fe385ae95efe3e625ffb57c25331932239aa8aa8cdf93,85.52231237322515,88.41277890466532,2.890466531440161
PubMed,42,0.01,gt_full_all_trainable.yaml,cbdc6415345b7fcbd23b,sel_8b0d5391_dc5367fe,sel_22d6353b_c0247bfd,False,1ac4c919f9608199c1021d057d917956418ef3d43628a106b2b25abead0e7091,40995831704340b82e51c314748531e2998deaefd816fe2fe00f5468dcc5bc2a,85.31947261663286,88.51419878296146,3.1947261663285986
PubMed,42,0.01,degree.yaml,8aa355c3a89b97a27eb3,sel_435257f7_0fc3e473,sel_435257f7_0fc3e473,True,ded3022a4edd3cf57eb45f72db90a6d6b18c2984c9964b9322ecea2e569e8883,af8ff4bc815063527e1d35278d0f42bc8a46983bf1d1856407518597633b65bc,85.37018255578094,88.43813387423936,3.0679513184584173
PubMed,42,0.01,random.yaml,57bf6e0f4d12cfacd47e,sel_8487e20a_911523e2,sel_8487e20a_911523e2,True,1a9039b2c783ce35e02d224b82a61b26a4be6456c2eaef3e3a77ce6d4952ba9a,8960b7c9f8bc2be22ba3d030b17a3380007092b8a31359ed50674f80b25eee84,85.39553752535497,88.5395537525355,3.144016227180524
PubMed,42,0.01,gt_simple.yaml,d98bf1a8de208661a8e3,sel_3ec541c4_9765aa9b,sel_ed861d83_67f8039e,False,ca8fa412958de7b9fa7a1575a16822bfa41e7adf04d4c45dce8927b6895d11c0,bad6f51e559edf671e6c726c0b63895c745019c8fdccc20d3afaf35759d34fc8,85.5476673427992,88.41277890466532,2.8651115618661183
PubMed,42,0.01,r_point.yaml,e84313bd204c4f600c76,sel_8a135aa4_f6a467cd,sel_97b756d9_95b89a88,False,1f421cb674318f28e51a46a97539a6eabe5324dee6866341de2b2b01c0b484e0,27e9826e26e8214281f55490f5b5ebe3597092b5348121934775f3fe768fb28d,85.31947261663286,88.23529411764706,2.915821501014193
PubMed,42,0.01,p_graph.yaml,64a9c150494158b1614f,sel_11545e5f_cc72aafc,sel_bb47ebe3_13ed3e33,False,667551f3b759dcc41f25a57c613b93db35dbc7643b5f41ff53a8c443b90f6197,1ca61b56b326a15368a5289a1b7ede2e324930087bee11952348544896d25d10,85.49695740365112,88.4634888438134,2.9665314401622678
PubMed,42,0.01,p_point.yaml,68284859c8d406031081,sel_4a0e3b28_685fa60d,sel_2a624cbb_415316d8,False,abed74068a103da91f1e3dfb738bb20d86a77c68749085f4a66627e9c4d7b07b,b9042690cf78cfb514a487a63cf24e518dd3da658dc370027eb28db5a7cddd1b,85.31947261663286,88.36206896551724,3.0425963488843744
PubMed,42,0.01,gt_full_all_trainable_hops3.yaml,def9825f8454c07d35c6,sel_c95e7343_6250f03e,sel_46d15c1b_c424dda7,False,7351f1d23332d84619a79b873dacb76509b022f2dcdbb535d46f9e9d8472d339,6d6aa1f25c73c4b0509fc6665eeba84629e020cf47140fce0197e2f6548f3ae0,85.29411764705883,88.59026369168357,3.296146044624748
PubMed,42,0.01,gt_full_sgc_all_trainable_hops3.yaml,9a501ecbc6321dce2c33,sel_ee164c2d_31294c65,sel_028d7cb7_92991275,False,9513db262947642c5ee0bbedc2eb90099230f7515cfc465630db4994fd04fd92,cd546a4e95a77745eaa4fc2182c4dc82045d71686431448d6b62abceea2bf2b9,85.420892494929,88.66632860040568,3.2454361054766734
PubMed,42,0.05,gt_full.yaml,fbfa3e626f3e0910408e,sel_405036af_38d85530,sel_1c7d4683_7b8b89b7,False,a97439ee6c337e399a4af0f735182a1483c7a1911d86ab95b1d557080b47aa70,ca6fab2aa295659823a450fb4a049fd0d3414cc269ffacd427f0ef6219106229,84.68559837728195,87.88032454361054,3.1947261663285986
PubMed,42,0.05,gt_full_all_trainable.yaml,f0ceacf4467655ae602e,sel_f94cba8a_f8977697,sel_22d6353b_c0247bfd,False,74d3175b52efd82d46ade1defb8ef3e0bf70b48ac925bfc284b5a52f23364573,d66376eb53d1c95dee6d291688f3009512efde61c84929bb66123aba09d2deab,84.63488843813387,87.72819472616634,3.09330628803246
PubMed,42,0.05,degree.yaml,cfd5cea4dbbff1585b36,sel_435257f7_0fc3e473,sel_435257f7_0fc3e473,True,4ae8b21b1c21198ef9915d54b9f1fc144650daa2f59cd12c3b372594d99e5a70,fd514bebe69159a087067af61cd33ac416aff64e2781d3eb6ab25a5e9b389aa3,85.44624746450305,88.64097363083164,3.1947261663285986
PubMed,42,0.05,random.yaml,127ddbcd6d53b5fddbd2,sel_cb685632_c501690e,sel_cb685632_c501690e,True,33b462052a4980f835542f5cc3b866a9b9b1f7fa79746b1d926a56bbdd86fc9d,60417ebff4f60d0e8f16f6c42ca2ffd71327a676ae5533e99154a312a8cefed6,85.420892494929,88.5395537525355,3.118661257606492
PubMed,42,0.05,gt_simple.yaml,40f598e42ab9a922e2d2,sel_38937bbc_cecef945,sel_ed861d83_67f8039e,False,503f3714c0035e295ae7982b0137ba7d2ee357923768007b52c40a7e6f49e131,2e5e647af3355515100a6f46b3867bfdf483142ecaf5bcd14b91fb06f7423605,85.16734279918865,88.4634888438134,3.296146044624748
PubMed,42,0.05,r_point.yaml,ea03d23e947134c5a0df,sel_c5fe06ab_d9e2d377,sel_97b756d9_95b89a88,False,821018ec6adeb55618234d47a274c3e5b5f1c729d9424478956aafad2883d8f3,2fd27df010936a1eb1490f01ef2b2df4f7989dd56609f42a5f96367083f83ead,84.43204868154159,88.03245436105477,3.6004056795131856
PubMed,42,0.05,p_graph.yaml,e2a2a5a1cf407f98e0e1,sel_9d7608c5_b9987599,sel_bb47ebe3_13ed3e33,False,336a22098b4dbc94f46d4bf64dd3f13aac226ba302f5c63d3ca47d6eedd721c0,53f2bb3d133e19ad379942b8a744bffc9398a0cd3696fe3cc6020e0c015c479b,84.63488843813387,87.88032454361054,3.2454361054766734
PubMed,42,0.05,p_point.yaml,25c1d233518ca28177a2,sel_f7879bdd_6f41abd4,sel_2a624cbb_415316d8,False,5a8a7e2b7adaca772bb5302927cf32d4d4e8b7a119557b976efa2adc46afac85,b1e18eebd2552425a30cb5b2d7e36f89627e23300ef0c667cacbb025b3da11de,84.43204868154159,87.67748478701826,3.2454361054766734
PubMed,42,0.05,gt_full_all_trainable_hops3.yaml,e6f33a002d57026d3037,sel_c95e7343_6250f03e,sel_46d15c1b_c424dda7,False,83a171c12c67cb20384f76767f288573dafeed29028f1ff8cf9af04b2db2e8b2,97e1346b0d28b769108378c9e752d5999fab1613d0368f7bb677873617c5a50e,84.68559837728195,88.08316430020284,3.3975659229208977
PubMed,42,0.05,gt_full_sgc_all_trainable_hops3.yaml,d541689bf4aadf7f28d9,sel_8c1bc697_402ea0c3,sel_028d7cb7_92991275,False,194d97f7f7cca83d5f4895b705ede96745b9febb52b07178d763a3408126d8d9,4375d2f1175b73d78f8f1f317a0b9e314ca14f4afdfb00854ecbb473949e4179,85.6997971602434,88.894523326572,3.1947261663285986
PubMed,42,0.1,gt_full.yaml,6b818f619828bdb550ac,sel_405036af_38d85530,sel_1c7d4683_7b8b89b7,False,684285509668a5fb0a251704856f65c55b6e3d52f9e2a839b0a766349365507d,a098338cf9c254e0ec7c6b32b6df84df22224c8f905585f35ac6c5f8db1a65e7,83.5446247464503,86.79006085192698,3.2454361054766734
