dataset,selector,selector_seed,cell_id,selection_id_old,selection_id_new,selection_same,p0_old_pct,p0_new_pct,p0_delta_pp,gu_old_pct,gu_new_pct,gu_delta_pp,retrain_old_pct,retrain_new_pct,retrain_delta_pp,gap_old_pp,gap_new_pp,gap_delta_pp,p0_gu_old_pp,p0_gu_new_pp,p0_gu_delta_pp,p0_retrain_old_pp,p0_retrain_new_pp,p0_retrain_delta_pp,gnn_cell_cache,retrain_cell_cache,gnn_producer_called,retrain_producer_called
Cora,RR-16384,22,532e2c6433080ca36428,sel_05903969_72a332b0,sel_05903969_72a332b0,True,87.82287822878229,90.22140221402213,2.398523985239848,71.40221402214021,72.69372693726937,1.2915129151291609,88.19188191881919,89.66789667896678,1.4760147601475921,16.789667896678978,16.97416974169741,0.18450184501843125,16.420664206642073,17.52767527675276,1.107011070110687,-0.36900369003690514,0.5535055350553506,0.9225092250922557,hit,hit,False,False
Cora,RR-16384,33,f833341c27f1f5ab3626,sel_d441151b_888c9717,sel_d441151b_888c9717,True,87.82287822878229,90.22140221402213,2.398523985239848,74.35424354243543,70.29520295202953,-4.0590405904059,88.00738007380073,89.2988929889299,1.2915129151291609,13.653136531365305,19.003690036900366,5.350553505535061,13.46863468634686,19.926199261992608,6.457564575645748,-0.18450184501844547,0.9225092250922415,1.107011070110687,hit,hit,False,False
Cora,CELF,11,31078ca3465d00bfd4c5,sel_c8acb4a6_1ca7a295,sel_c8acb4a6_1ca7a295,True,87.82287822878229,90.22140221402213,2.398523985239848,72.32472324723247,68.26568265682657,-4.0590405904059,87.63837638376384,89.11439114391145,1.4760147601476064,15.313653136531372,20.848708487084878,5.535055350553506,15.498154981549817,21.955719557195565,6.457564575645748,0.18450184501844547,1.107011070110687,0.9225092250922415,hit,hit,False,False
Cora,CELF,22,da3dfbcd5e5969328f76,sel_4d5151eb_d86799a4,sel_4d5151eb_d86799a4,True,87.82287822878229,90.22140221402213,2.398523985239848,64.20664206642066,69.37269372693727,5.166051660516615,88.19188191881919,89.85239852398524,1.6605166051660518,23.985239852398536,20.479704797047972,-3.5055350553505633,23.61623616236163,20.848708487084863,-2.7675276752767672,-0.36900369003690514,0.36900369003689093,0.7380073800737961,miss,miss,True,True
Cora,CELF,33,9885fa033503e61db93c,sel_67847f02_c1c4257d,sel_67847f02_c1c4257d,True,87.82287822878229,90.22140221402213,2.398523985239848,73.80073800738008,67.89667896678966,-5.904059040590411,88.37638376383764,89.2988929889299,0.9225092250922557,14.575645756457561,21.402214022140228,6.826568265682667,14.02214022140221,22.32472324723247,8.302583025830259,-0.5535055350553506,0.9225092250922415,1.4760147601475921,miss,miss,True,True
CiteSeer,Degree,,39d08854264537f73e6b,sel_abe5882c_46b01259,sel_abe5882c_46b01259,True,76.72672672672672,74.47447447447448,-2.252252252252248,75.52552552552552,73.12312312312312,-2.4024024024024015,75.52552552552552,74.62462462462463,-0.9009009009008935,0.0,1.501501501501508,1.501501501501508,1.2012012012012008,1.3513513513513544,0.15015015015015365,1.2012012012012008,-0.15015015015015365,-1.3513513513513544,hit,hit,False,False
CiteSeer,Random,104245,d6e297d91b0b375cd100,sel_c5d5b29a_ceea18e1,sel_c5d5b29a_ceea18e1,True,76.72672672672672,74.47447447447448,-2.252252252252248,76.42642642642643,75.97597597597597,-0.45045045045046095,76.72672672672672,74.17417417417418,-2.552552552552541,0.3003003003002931,-1.801801801801787,-2.10210210210208,0.3003003003002931,-1.5015015015014939,-1.801801801801787,0.0,0.3003003003002931,0.3003003003002931,hit,hit,False,False
CiteSeer,Random,11,fe0174b44da0762bc8e5,sel_2f4a5407_8ac4d2ce,sel_2f4a5407_8ac4d2ce,True,76.72672672672672,74.47447447447448,-2.252252252252248,76.57657657657657,75.67567567567568,-0.9009009009008935,76.87687687687688,75.52552552552552,-1.3513513513513544,0.3003003003003073,-0.15015015015015365,-0.45045045045046095,0.15015015015015365,-1.2012012012012008,-1.3513513513513544,-0.15015015015015365,-1.0510510510510471,-0.9009009009008935,hit,hit,False,False
CiteSeer,Random,22,84c6304d5f651980928b,sel_ba7995bb_4f2b91bf,sel_ba7995bb_4f2b91bf,True,76.72672672672672,74.47447447447448,-2.252252252252248,75.97597597597597,75.37537537537537,-0.6006006006006004,75.67567567567568,74.47447447447448,-1.2012012012012008,-0.3003003003002931,-0.9009009009008935,-0.6006006006006004,0.750750750750754,-0.9009009009008935,-1.6516516516516475,1.0510510510510471,0.0,-1.0510510510510471,hit,hit,False,False
CiteSeer,RR-1024,11,1995dbaffc3b420cdfbe,sel_0d5be12d_fd207043,sel_0d5be12d_fd207043,True,76.72672672672672,74.47447447447448,-2.252252252252248,76.27627627627628,74.02402402402403,-2.252252252252248,76.12612612612612,76.12612612612612,0.0,-0.15015015015015365,2.1021021021020942,2.252252252252248,0.45045045045044674,0.45045045045044674,0.0,0.6006006006006004,-1.6516516516516475,-2.252252252252248,hit,hit,False,False
CiteSeer,RR-1024,22,4f2300ce5abd63960c7e,sel_e1a1e4d0_016c57c3,sel_e1a1e4d0_016c57c3,True,76.72672672672672,74.47447447447448,-2.252252252252248,75.07507507507508,74.47447447447448,-0.6006006006006004,76.12612612612612,74.77477477477478,-1.3513513513513402,1.0510510510510471,0.3003003003003073,-0.7507507507507398,1.6516516516516475,0.0,-1.6516516516516475,0.6006006006006004,-0.3003003003003073,-0.9009009009009077,miss,miss,True,True
