budget,dataset,family,method,removed_directed_edges,retained_train_accuracy_drop,reused_identical_selected_set,seed,test_accuracy_drop,test_loss_increase,validation_accuracy_drop,validation_loss_increase
7,PubMed,control,degree,290,0.0,False,2024,0.0,0.018747985363006592,-0.008000016212463379,0.002960383892059326
14,PubMed,control,degree,402,0.0,False,2024,0.01900005340576172,0.028538167476654053,0.0,0.005549788475036621
3,PubMed,C-GIF,gt_full,62,0.0,False,2024,0.00700002908706665,0.008655548095703125,0.0059999823570251465,0.003417789936065674
7,PubMed,C-GIF,gt_full,136,0.0,False,2024,-0.001999974250793457,0.01115727424621582,0.013999998569488525,0.020601928234100342
14,PubMed,C-GIF,gt_full,184,0.0,False,2024,0.017000019550323486,0.01998811960220337,0.046000003814697266,0.027708351612091064
3,PubMed,C-IF,gt_simple,114,0.0,False,2024,-0.004999995231628418,-0.0002924799919128418,-0.0059999823570251465,-0.002056121826171875
7,PubMed,C-IF,gt_simple,290,0.0,True,2024,0.0,0.018747985363006592,-0.008000016212463379,0.002960383892059326
14,PubMed,C-IF,gt_simple,342,0.0,False,2024,-0.0029999613761901855,0.017625153064727783,0.009999990463256836,0.011433184146881104
3,PubMed,legacy,legacy,44,0.0,False,2024,-0.006999969482421875,-0.014960825443267822,0.013999998569488525,-0.01271742582321167
7,PubMed,legacy,legacy,80,0.0,False,2024,-0.003999948501586914,-0.0010775327682495117,0.011999964714050293,-0.007092416286468506
14,PubMed,legacy,legacy,160,0.0,False,2024,0.050000011920928955,0.06709980964660645,0.08799999952316284,0.08315801620483398
3,PubMed,C-GIF,p_graph,62,0.0,True,2024,0.00700002908706665,0.008655548095703125,0.0059999823570251465,0.003417789936065674
7,PubMed,C-GIF,p_graph,136,0.0,True,2024,-0.001999974250793457,0.01115727424621582,0.013999998569488525,0.020601928234100342
14,PubMed,C-GIF,p_graph,184,0.0,True,2024,0.017000019550323486,0.01998811960220337,0.046000003814697266,0.027708351612091064
3,PubMed,C-point,p_point,100,0.0,False,2024,0.017000019550323486,0.03469705581665039,0.018000006675720215,0.013434350490570068
7,PubMed,C-point,p_point,124,0.0,False,2024,0.03600001335144043,0.08331751823425293,0.04799997806549072,0.05987060070037842
14,PubMed,C-point,p_point,174,0.0,False,2024,0.08300000429153442,0.1682746410369873,0.11000001430511475,0.14265751838684082
3,PubMed,C-IF,p_simple,114,0.0,True,2024,-0.004999995231628418,-0.0002924799919128418,-0.0059999823570251465,-0.002056121826171875
7,PubMed,C-IF,p_simple,290,0.0,True,2024,0.0,0.018747985363006592,-0.008000016212463379,0.002960383892059326
14,PubMed,C-IF,p_simple,342,0.0,True,2024,-0.0029999613761901855,0.017625153064727783,0.009999990463256836,0.011433184146881104
3,PubMed,C-point,r_point,100,0.0,True,2024,0.017000019550323486,0.03469705581665039,0.018000006675720215,0.013434350490570068
7,PubMed,C-point,r_point,124,0.0,True,2024,0.03600001335144043,0.08331751823425293,0.04799997806549072,0.05987060070037842
14,PubMed,C-point,r_point,174,0.0,True,2024,0.08300000429153442,0.1682746410369873,0.11000001430511475,0.14265751838684082
3,PubMed,control,random,16,0.0,False,2024,-0.011999964714050293,0.0008441805839538574,0.019999980926513672,0.009008288383483887
7,PubMed,control,random,42,0.0,False,2024,-0.009000003337860107,0.000509798526763916,0.019999980926513672,0.00824648141860962
14,PubMed,control,random,158,0.0,False,2024,-0.009999990463256836,-0.010347247123718262,0.011999964714050293,0.0024664998054504395
3,PubMed,C-GIF,tracin_cp_graph_3,52,0.0,False,2024,0.006000041961669922,0.02310413122177124,0.022000014781951904,0.014927506446838379
7,PubMed,C-GIF,tracin_cp_graph_3,84,0.0,False,2024,0.03200000524520874,0.06013435125350952,0.041999995708465576,0.049861371517181396
14,PubMed,C-GIF,tracin_cp_graph_3,148,0.0,False,2024,0.10600000619888306,0.1553494930267334,0.11400002241134644,0.12267041206359863
3,PubMed,C-GIF,tracin_cp_graph_6,68,0.0,False,2024,0.020000040531158447,0.036610424518585205,0.02399998903274536,0.016486167907714844
7,PubMed,C-GIF,tracin_cp_graph_6,104,0.0,False,2024,0.04000002145767212,0.06178933382034302,0.03200000524520874,0.03860419988632202
14,PubMed,C-GIF,tracin_cp_graph_6,138,0.0,False,2024,0.07500004768371582,0.1168486475944519,0.07400000095367432,0.09421467781066895
3,PubMed,C-point,tracin_cp_point_3,82,0.0,False,2024,0.01100003719329834,0.027148544788360596,0.019999980926513672,0.01064002513885498
7,PubMed,C-point,tracin_cp_point_3,122,0.0,False,2024,0.04700005054473877,0.09704643487930298,0.054000020027160645,0.06831330060958862
14,PubMed,C-point,tracin_cp_point_3,164,0.0,False,2024,0.1730000376701355,0.33824360370635986,0.17799997329711914,0.3039793372154236
3,PubMed,C-point,tracin_cp_point_6,82,0.0,True,2024,0.01100003719329834,0.027148544788360596,0.019999980926513672,0.01064002513885498
7,PubMed,C-point,tracin_cp_point_6,126,0.0,False,2024,0.04300004243850708,0.10486781597137451,0.054000020027160645,0.081509530544281
14,PubMed,C-point,tracin_cp_point_6,244,0.0,False,2024,0.11400002241134644,0.24500346183776855,0.12599998712539673,0.20916956663131714
3,PubMed,C-IF,tracin_cp_simple_3,102,0.0,False,2024,-0.001999974250793457,0.003017425537109375,0.008000016212463379,-0.007201135158538818
7,PubMed,C-IF,tracin_cp_simple_3,162,0.0,False,2024,0.009000003337860107,0.02791076898574829,0.0040000081062316895,0.014324665069580078
14,PubMed,C-IF,tracin_cp_simple_3,250,0.0,False,2024,0.01900005340576172,0.06523072719573975,0.02399998903274536,0.04746878147125244
3,PubMed,C-IF,tracin_cp_simple_6,102,0.0,True,2024,-0.001999974250793457,0.003017425537109375,0.008000016212463379,-0.007201135158538818
7,PubMed,C-IF,tracin_cp_simple_6,162,0.0,True,2024,0.009000003337860107,0.02791076898574829,0.0040000081062316895,0.014324665069580078
14,PubMed,C-IF,tracin_cp_simple_6,250,0.0,True,2024,0.01900005340576172,0.06523072719573975,0.02399998903274536,0.04746878147125244
3,PubMed,A,a_grad_norm,92,0.0,False,212,0.0,0.0032230615615844727,0.0,0.0034114718437194824
7,PubMed,A,a_grad_norm,110,0.0,False,212,0.01500004529953003,0.004204511642456055,0.0,0.0023749470710754395
14,PubMed,A,a_grad_norm,152,0.0,False,212,0.0020000338554382324,0.013103902339935303,-0.020000040531158447,-0.008248865604400635
3,PubMed,B,b_param_hutch,92,0.0,True,212,0.0,0.0032230615615844727,0.0,0.0034114718437194824
7,PubMed,B,b_param_hutch,114,0.0,False,212,0.01500004529953003,0.004716813564300537,-0.0040000081062316895,0.0014972090721130371
14,PubMed,B,b_param_hutch,188,0.0,False,212,0.012000024318695068,-0.00766444206237793,-0.008000016212463379,-0.020253539085388184
3,PubMed,B,b_param_lissa,92,0.0,True,212,0.0,0.0032230615615844727,0.0,0.0034114718437194824
7,PubMed,B,b_param_lissa,110,0.0,True,212,0.01500004529953003,0.004204511642456055,0.0,0.0023749470710754395
14,PubMed,B,b_param_lissa,152,0.0,False,212,0.006000041961669922,0.0011647939682006836,-0.013999998569488525,-0.01221156120300293
3,PubMed,control,degree,164,0.0,False,212,0.008000016212463379,0.002364933490753174,0.011999964714050293,0.0004239678382873535
7,PubMed,control,degree,290,0.0,False,212,0.0,0.0033102035522460938,-0.012000024318695068,0.0013121366500854492
14,PubMed,control,degree,402,0.0,False,212,0.006000041961669922,0.002421438694000244,-0.022000014781951904,-0.006915926933288574
3,PubMed,C-GIF,gt_full,62,0.0,False,212,0.00700002908706665,0.0022025108337402344,0.0059999823570251465,-0.0008358955383300781
7,PubMed,C-GIF,gt_full,116,0.0,False,212,0.0020000338554382324,-0.008660554885864258,0.009999990463256836,-0.00606226921081543
14,PubMed,C-GIF,gt_full,260,0.0,False,212,0.027000010013580322,0.046331703662872314,0.04799997806549072,0.0615352988243103
3,PubMed,C-IF,gt_simple,114,0.0,False,212,-0.003999948501586914,0.005358874797821045,-0.010000050067901611,0.009747684001922607
7,PubMed,C-IF,gt_simple,172,0.0,False,212,0.00700002908706665,0.009691417217254639,0.003999948501586914,0.01874595880508423
14,PubMed,C-IF,gt_simple,222,0.0,False,212,0.010000050067901611,0.011694192886352539,-0.012000024318695068,0.008149266242980957
3,PubMed,legacy,legacy,20,0.0,False,212,0.0,-0.009816288948059082,0.0,-0.013031423091888428
7,PubMed,legacy,legacy,108,0.0,False,212,0.021000027656555176,0.007604777812957764,0.018000006675720215,0.008249104022979736
14,PubMed,legacy,legacy,180,0.0,False,212,0.04500001668930054,0.04731607437133789,0.041999995708465576,0.04062223434448242
3,PubMed,C-GIF,p_graph,62,0.0,True,212,0.00700002908706665,0.0022025108337402344,0.0059999823570251465,-0.0008358955383300781
7,PubMed,C-GIF,p_graph,116,0.0,True,212,0.0020000338554382324,-0.008660554885864258,0.009999990463256836,-0.00606226921081543
14,PubMed,C-GIF,p_graph,260,0.0,True,212,0.027000010013580322,0.046331703662872314,0.04799997806549072,0.0615352988243103
3,PubMed,C-point,p_point,68,0.0,False,212,0.020000040531158447,0.01725625991821289,0.001999974250793457,0.004736483097076416
7,PubMed,C-point,p_point,84,0.0,False,212,0.030000030994415283,0.04703795909881592,0.02599996328353882,0.03131246566772461
14,PubMed,C-point,p_point,164,0.0,False,212,0.08799999952316284,0.1431841254234314,0.09399998188018799,0.11396998167037964
3,PubMed,C-IF,p_simple,114,0.0,True,212,-0.003999948501586914,0.005358874797821045,-0.010000050067901611,0.009747684001922607
7,PubMed,C-IF,p_simple,188,0.0,False,212,0.013000011444091797,0.01984471082687378,0.003999948501586914,0.01831507682800293
14,PubMed,C-IF,p_simple,222,0.0,True,212,0.010000050067901611,0.011694192886352539,-0.012000024318695068,0.008149266242980957
3,PubMed,C-point,r_point,68,0.0,True,212,0.020000040531158447,0.01725625991821289,0.001999974250793457,0.004736483097076416
7,PubMed,C-point,r_point,84,0.0,False,212,0.04100000858306885,0.06733030080795288,0.04399996995925903,0.049926042556762695
14,PubMed,C-point,r_point,132,0.0,False,212,0.08000004291534424,0.13014620542526245,0.07999998331069946,0.10628777742385864
3,PubMed,control,random,6,0.0,False,212,0.023000001907348633,0.021059393882751465,0.029999971389770508,0.02676945924758911
7,PubMed,control,random,46,0.0,False,212,0.026000022888183594,0.03249412775039673,0.02799999713897705,0.030094921588897705
14,PubMed,control,random,162,0.0,False,212,0.03800004720687866,0.03585606813430786,0.03200000524520874,0.02652209997177124
3,PubMed,C-GIF,tracin_cp_graph_3,68,0.0,False,212,0.018000006675720215,0.024341225624084473,0.009999990463256836,0.010835051536560059
7,PubMed,C-GIF,tracin_cp_graph_3,110,0.0,False,212,0.033000051975250244,0.046708881855010986,0.029999971389770508,0.03463089466094971
14,PubMed,C-GIF,tracin_cp_graph_3,138,0.0,False,212,0.06300002336502075,0.0954442024230957,0.07999998331069946,0.06952762603759766
3,PubMed,C-GIF,tracin_cp_graph_6,68,0.0,True,212,0.018000006675720215,0.024341225624084473,0.009999990463256836,0.010835051536560059
7,PubMed,C-GIF,tracin_cp_graph_6,100,0.0,False,212,0.024000048637390137,0.04141402244567871,0.05199998617172241,0.026549041271209717
14,PubMed,C-GIF,tracin_cp_graph_6,134,0.0,False,212,0.0480000376701355,0.06941115856170654,0.06199997663497925,0.045337796211242676
3,PubMed,C-point,tracin_cp_point_3,68,0.0,True,212,0.018000006675720215,0.024341225624084473,0.009999990463256836,0.010835051536560059
7,PubMed,C-point,tracin_cp_point_3,96,0.0,False,212,0.05500000715255737,0.09196758270263672,0.06000000238418579,0.07576656341552734
14,PubMed,C-point,tracin_cp_point_3,138,0.0,False,212,0.11500000953674316,0.21815592050552368,0.11799997091293335,0.20105403661727905
3,PubMed,C-point,tracin_cp_point_6,68,0.0,True,212,0.018000006675720215,0.024341225624084473,0.009999990463256836,0.010835051536560059
7,PubMed,C-point,tracin_cp_point_6,92,0.0,False,212,0.050000011920928955,0.09212201833724976,0.05199998617172241,0.07415252923965454
14,PubMed,C-point,tracin_cp_point_6,200,0.0,False,212,0.07100003957748413,0.12834399938583374,0.08399999141693115,0.1223408579826355
3,PubMed,C-IF,tracin_cp_simple_3,100,0.0,False,212,0.013999998569488525,0.022060811519622803,0.0,0.009824395179748535
7,PubMed,C-IF,tracin_cp_simple_3,156,0.0,False,212,0.013999998569488525,0.02647775411605835,0.003999948501586914,0.024808526039123535
14,PubMed,C-IF,tracin_cp_simple_3,274,0.0,False,212,0.018000006675720215,0.05154061317443848,-0.008000016212463379,0.03890037536621094
3,PubMed,C-IF,tracin_cp_simple_6,100,0.0,True,212,0.013999998569488525,0.022060811519622803,0.0,0.009824395179748535
7,PubMed,C-IF,tracin_cp_simple_6,156,0.0,True,212,0.013999998569488525,0.02647775411605835,0.003999948501586914,0.024808526039123535
14,PubMed,C-IF,tracin_cp_simple_6,274,0.0,True,212,0.018000006675720215,0.05154061317443848,-0.008000016212463379,0.03890037536621094
3,PubMed,A,a_grad_norm,92,-0.016666650772094727,False,42,-0.0059999823570251465,-0.0016335844993591309,0.0059999823570251465,-0.008260250091552734
7,PubMed,A,a_grad_norm,134,-0.016666650772094727,False,42,0.009999990463256836,0.004246115684509277,0.007999956607818604,-0.009436249732971191
14,PubMed,A,a_grad_norm,194,-0.016666650772094727,False,42,-0.003000020980834961,0.011536955833435059,-0.006000041961669922,-0.009834349155426025
3,PubMed,B,b_param_hutch,82,-0.016666650772094727,False,42,-0.0059999823570251465,-0.01410210132598877,-0.006000041961669922,-0.01561194658279419
7,PubMed,B,b_param_hutch,124,-0.016666650772094727,False,42,-0.001999974250793457,-0.006512939929962158,0.0059999823570251465,-0.02392709255218506
14,PubMed,B,b_param_hutch,180,-0.016666650772094727,False,42,0.027000010013580322,0.030681610107421875,0.019999980926513672,0.0065198540687561035
3,PubMed,B,b_param_lissa,82,-0.016666650772094727,True,42,-0.0059999823570251465,-0.01410210132598877,-0.006000041961669922,-0.01561194658279419
7,PubMed,B,b_param_lissa,134,-0.016666650772094727,True,42,0.009999990463256836,0.004246115684509277,0.007999956607818604,-0.009436249732971191
14,PubMed,B,b_param_lissa,198,-0.016666650772094727,False,42,0.0040000081062316895,0.013198673725128174,0.0059999823570251465,-0.00488048791885376
3,PubMed,control,degree,164,-0.016666650772094727,False,42,0.0,-0.00413888692855835,-0.0040000081062316895,-0.008142411708831787
7,PubMed,control,degree,290,-0.016666650772094727,False,42,-0.0009999871253967285,-0.0007405877113342285,-0.010000050067901611,-0.01293879747390747
14,PubMed,control,degree,402,-0.016666650772094727,False,42,0.008000016212463379,0.015149533748626709,-0.008000016212463379,-0.009870588779449463
3,PubMed,C-GIF,gt_full,62,-0.016666650772094727,False,42,0.003000020980834961,0.01018291711807251,0.007999956607818604,0.002986311912536621
7,PubMed,C-GIF,gt_full,84,-0.016666650772094727,False,42,-0.0009999871253967285,-0.0024566054344177246,0.011999964714050293,-0.007831275463104248
14,PubMed,C-GIF,gt_full,176,-0.016666650772094727,False,42,0.026000022888183594,0.02107083797454834,0.03200000524520874,0.023741424083709717
3,PubMed,C-IF,gt_simple,142,-0.016666650772094727,False,42,-0.00700002908706665,-0.0023767948150634766,-0.0020000338554382324,-0.0047228336334228516
7,PubMed,C-IF,gt_simple,252,-0.016666650772094727,False,42,-0.014999985694885254,-0.014897167682647705,-0.012000024318695068,-0.011645197868347168
14,PubMed,C-IF,gt_simple,334,-0.016666650772094727,False,42,0.006999969482421875,0.01969170570373535,0.003999948501586914,0.020984649658203125
3,PubMed,legacy,legacy,100,-0.016666650772094727,False,42,0.012000024318695068,0.03926795721054077,0.007999956607818604,0.017671048641204834
7,PubMed,legacy,legacy,124,-0.016666650772094727,False,42,0.03799998760223389,0.05848199129104614,0.035999953746795654,0.033977210521698
14,PubMed,legacy,legacy,152,-0.016666650772094727,False,42,0.218999981880188,0.2819223403930664,0.18799996376037598,0.23627954721450806
3,PubMed,C-GIF,p_graph,62,-0.016666650772094727,True,42,0.003000020980834961,0.01018291711807251,0.007999956607818604,0.002986311912536621
7,PubMed,C-GIF,p_graph,74,-0.016666650772094727,False,42,-0.009999990463256836,-0.009423673152923584,0.015999972820281982,-0.012349486351013184
14,PubMed,C-GIF,p_graph,170,-0.016666650772094727,False,42,0.02799999713897705,0.023940205574035645,0.02799999713897705,0.026314914226531982
3,PubMed,C-point,p_point,72,-0.016666650772094727,False,42,0.009999990463256836,0.030349254608154297,0.009999990463256836,0.020393967628479004
7,PubMed,C-point,p_point,92,-0.016666650772094727,False,42,0.04799997806549072,0.11614090204238892,0.07199996709823608,0.10330897569656372
14,PubMed,C-point,p_point,164,-0.016666650772094727,False,42,0.17299997806549072,0.36036455631256104,0.18000000715255737,0.32576191425323486
3,PubMed,C-IF,p_simple,142,-0.016666650772094727,True,42,-0.00700002908706665,-0.0023767948150634766,-0.0020000338554382324,-0.0047228336334228516
7,PubMed,C-IF,p_simple,252,-0.016666650772094727,True,42,-0.014999985694885254,-0.014897167682647705,-0.012000024318695068,-0.011645197868347168
14,PubMed,C-IF,p_simple,306,-0.016666650772094727,False,42,0.0,0.01603114604949951,0.013999998569488525,0.022128283977508545
3,PubMed,C-point,r_point,72,-0.016666650772094727,True,42,0.009999990463256836,0.030349254608154297,0.009999990463256836,0.020393967628479004
7,PubMed,C-point,r_point,112,-0.016666650772094727,False,42,0.04000002145767212,0.0933193564414978,0.041999995708465576,0.07140129804611206
14,PubMed,C-point,r_point,164,-0.016666650772094727,True,42,0.17299997806549072,0.36036455631256104,0.18000000715255737,0.32576191425323486
3,PubMed,control,random,18,-0.016666650772094727,False,42,-0.009999990463256836,-0.008899509906768799,-0.013999998569488525,-0.0055429935455322266
7,PubMed,control,random,72,-0.016666650772094727,False,42,0.019999980926513672,0.02948540449142456,0.011999964714050293,0.0159151554107666
14,PubMed,control,random,100,-0.016666650772094727,False,42,0.07700002193450928,0.06836593151092529,0.0559999942779541,0.04408919811248779
3,PubMed,C-GIF,tracin_cp_graph_3,68,-0.016666650772094727,False,42,0.014999985694885254,0.036823272705078125,0.013999998569488525,0.017615973949432373
7,PubMed,C-GIF,tracin_cp_graph_3,92,-0.016666650772094727,False,42,0.04399996995925903,0.08350116014480591,0.06199997663497925,0.06393593549728394
14,PubMed,C-GIF,tracin_cp_graph_3,130,-0.016666650772094727,False,42,0.08399999141693115,0.18453598022460938,0.07599997520446777,0.15237706899642944
3,PubMed,C-GIF,tracin_cp_graph_6,68,-0.016666650772094727,True,42,0.014999985694885254,0.036823272705078125,0.013999998569488525,0.017615973949432373
7,PubMed,C-GIF,tracin_cp_graph_6,92,-0.016666650772094727,False,42,0.03200000524520874,0.06693196296691895,0.041999995708465576,0.04856109619140625
14,PubMed,C-GIF,tracin_cp_graph_6,122,-0.016666650772094727,False,42,0.06400001049041748,0.09776228666305542,0.0559999942779541,0.07516807317733765
3,PubMed,C-point,tracin_cp_point_3,82,-0.016666650772094727,False,42,0.013999998569488525,0.03724795579910278,0.007999956607818604,0.01962864398956299
7,PubMed,C-point,tracin_cp_point_3,114,-0.016666650772094727,False,42,0.041999995708465576,0.08002573251724243,0.029999971389770508,0.0574793815612793
14,PubMed,C-point,tracin_cp_point_3,158,-0.016666650772094727,False,42,0.16600000858306885,0.3881109952926636,0.17399996519088745,0.3561139702796936
3,PubMed,C-point,tracin_cp_point_6,72,-0.016666650772094727,False,42,0.009000003337860107,0.03601253032684326,0.009999990463256836,0.03219717741012573
7,PubMed,C-point,tracin_cp_point_6,118,-0.016666650772094727,False,42,0.042999982833862305,0.09120690822601318,0.046000003814697266,0.07570445537567139
14,PubMed,C-point,tracin_cp_point_6,158,-0.016666650772094727,True,42,0.16600000858306885,0.3881109952926636,0.17399996519088745,0.3561139702796936
3,PubMed,C-IF,tracin_cp_simple_3,102,-0.016666650772094727,False,42,0.001999974250793457,-0.00023984909057617188,0.001999974250793457,-0.011429429054260254
7,PubMed,C-IF,tracin_cp_simple_3,212,-0.016666650772094727,False,42,-0.003000020980834961,0.00860375165939331,-0.010000050067901611,-0.004094958305358887
14,PubMed,C-IF,tracin_cp_simple_3,250,-0.016666650772094727,False,42,0.0209999680519104,0.05280888080596924,0.011999964714050293,0.03639477491378784
3,PubMed,C-IF,tracin_cp_simple_6,102,-0.016666650772094727,True,42,0.001999974250793457,-0.00023984909057617188,0.001999974250793457,-0.011429429054260254
7,PubMed,C-IF,tracin_cp_simple_6,212,-0.016666650772094727,True,42,-0.003000020980834961,0.00860375165939331,-0.010000050067901611,-0.004094958305358887
14,PubMed,C-IF,tracin_cp_simple_6,266,-0.016666650772094727,False,42,0.015999972820281982,0.05921417474746704,0.007999956607818604,0.0390438437461853
