budget,dataset,family,method,removed_directed_edges,retained_train_accuracy_drop,reused_identical_selected_set,seed,test_accuracy_drop,test_loss_increase,validation_accuracy_drop,validation_loss_increase
14,CiteSeer,C-point,tracin_cp_point_6,102,-0.022798776626586914,False,212,0.15299999713897705,0.18137753009796143,0.1040000319480896,0.15997743606567383
3,CiteSeer,C-IF,tracin_cp_simple_3,54,0.0010683536529541016,True,212,0.013000011444091797,0.020632386207580566,0.006000041961669922,0.02294778823852539
7,CiteSeer,C-IF,tracin_cp_simple_3,106,-0.006268441677093506,True,212,0.041999995708465576,0.03418731689453125,0.041999995708465576,0.05165219306945801
14,CiteSeer,C-IF,tracin_cp_simple_3,190,-0.022798776626586914,False,212,0.08799999952316284,0.11662960052490234,0.09400004148483276,0.13348925113677979
3,CiteSeer,C-IF,tracin_cp_simple_6,54,0.0010683536529541016,True,212,0.013000011444091797,0.020632386207580566,0.006000041961669922,0.02294778823852539
7,CiteSeer,C-IF,tracin_cp_simple_6,106,-0.006268441677093506,True,212,0.041999995708465576,0.03418731689453125,0.041999995708465576,0.05165219306945801
14,CiteSeer,C-IF,tracin_cp_simple_6,190,-0.022798776626586914,True,212,0.08799999952316284,0.11662960052490234,0.09400004148483276,0.13348925113677979
3,CiteSeer,A,a_grad_norm,40,-0.007905960083007812,False,42,0.008000016212463379,0.006858110427856445,0.006000041961669922,0.008598566055297852
7,CiteSeer,A,a_grad_norm,88,-0.01615041494369507,False,42,0.013999998569488525,0.001452803611755371,0.016000032424926758,0.007334589958190918
14,CiteSeer,A,a_grad_norm,146,-0.02499997615814209,False,42,-0.004999995231628418,0.01368415355682373,0.018000006675720215,0.01077127456665039
3,CiteSeer,B,b_param_hutch,28,-0.007905960083007812,False,42,0.012000024318695068,-0.0006957054138183594,0.006000041961669922,0.00025963783264160156
7,CiteSeer,B,b_param_hutch,54,-0.01615041494369507,False,42,0.0020000338554382324,0.0149000883102417,-0.007999956607818604,0.0034009218215942383
14,CiteSeer,B,b_param_hutch,140,-0.02499997615814209,False,42,0.0009999871253967285,0.006495118141174316,0.0,-0.011167168617248535
3,CiteSeer,B,b_param_lissa,40,-0.007905960083007812,True,42,0.008000016212463379,0.006858110427856445,0.006000041961669922,0.008598566055297852
7,CiteSeer,B,b_param_lissa,88,-0.01615041494369507,False,42,0.008000016212463379,0.01044929027557373,0.010000050067901611,0.010802030563354492
14,CiteSeer,B,b_param_lissa,140,-0.02499997615814209,True,42,0.0009999871253967285,0.006495118141174316,0.0,-0.011167168617248535
3,CiteSeer,control,degree,84,-0.007905960083007812,False,42,0.008000016212463379,0.03085637092590332,0.018000006675720215,0.0336230993270874
7,CiteSeer,control,degree,166,-0.01615041494369507,False,42,0.01100003719329834,0.048073649406433105,0.012000024318695068,0.0504763126373291
14,CiteSeer,control,degree,260,-0.015565991401672363,False,42,0.02899998426437378,0.11768007278442383,0.024000048637390137,0.12316107749938965
3,CiteSeer,C-GIF,gt_full,18,0.0006410479545593262,False,42,0.012000024318695068,0.008703112602233887,0.012000024318695068,0.014844417572021484
7,CiteSeer,C-GIF,gt_full,38,0.0015487074851989746,False,42,0.018000006675720215,0.029678940773010254,0.020000040531158447,0.036577463150024414
14,CiteSeer,C-GIF,gt_full,72,0.0033019185066223145,False,42,0.004999995231628418,0.036104798316955566,0.018000006675720215,0.04697012901306152
3,CiteSeer,C-IF,gt_simple,62,-0.007905960083007812,False,42,-0.0029999613761901855,0.01505589485168457,0.012000024318695068,0.01715707778930664
7,CiteSeer,C-IF,gt_simple,106,-0.007300853729248047,False,42,0.018999993801116943,0.049654364585876465,0.03400003910064697,0.06779301166534424
14,CiteSeer,C-IF,gt_simple,196,-0.015565991401672363,False,42,0.05500000715255737,0.09243369102478027,0.08000004291534424,0.11145412921905518
3,CiteSeer,legacy,legacy,40,-0.007905960083007812,False,42,0.003000020980834961,0.0016654729843139648,0.008000016212463379,0.0055474042892456055
7,CiteSeer,legacy,legacy,106,-0.007300853729248047,False,42,0.025000035762786865,0.024515867233276367,0.03800004720687866,0.03691697120666504
14,CiteSeer,legacy,legacy,156,-0.006132066249847412,False,42,0.07899999618530273,0.09389305114746094,0.09000003337860107,0.10739552974700928
3,CiteSeer,C-GIF,p_graph,18,0.0006410479545593262,True,42,0.012000024318695068,0.008703112602233887,0.012000024318695068,0.014844417572021484
7,CiteSeer,C-GIF,p_graph,38,0.0015487074851989746,True,42,0.018000006675720215,0.029678940773010254,0.020000040531158447,0.036577463150024414
14,CiteSeer,C-GIF,p_graph,60,0.0033019185066223145,False,42,0.009000003337860107,0.03649914264678955,0.018000006675720215,0.0458073616027832
3,CiteSeer,C-point,p_point,44,-0.007905960083007812,False,42,0.009999990463256836,0.013193011283874512,0.016000032424926758,0.01821112632751465
7,CiteSeer,C-point,p_point,80,-0.01615041494369507,False,42,0.018000006675720215,0.03647589683532715,0.018000006675720215,0.041837215423583984
14,CiteSeer,C-point,p_point,118,-0.015565991401672363,False,42,0.09700000286102295,0.15603256225585938,0.08400005102157593,0.15047895908355713
3,CiteSeer,C-IF,p_simple,62,-0.007905960083007812,True,42,-0.0029999613761901855,0.01505589485168457,0.012000024318695068,0.01715707778930664
7,CiteSeer,C-IF,p_simple,106,-0.007300853729248047,True,42,0.018999993801116943,0.049654364585876465,0.03400003910064697,0.06779301166534424
14,CiteSeer,C-IF,p_simple,196,-0.015565991401672363,True,42,0.05500000715255737,0.09243369102478027,0.08000004291534424,0.11145412921905518
3,CiteSeer,C-point,r_point,44,-0.007905960083007812,True,42,0.009999990463256836,0.013193011283874512,0.016000032424926758,0.01821112632751465
7,CiteSeer,C-point,r_point,88,-0.01615041494369507,False,42,0.018000006675720215,0.03327906131744385,0.0140000581741333,0.03747975826263428
14,CiteSeer,C-point,r_point,118,-0.015565991401672363,False,42,0.030000030994415283,0.07990550994873047,0.054000020027160645,0.10912501811981201
3,CiteSeer,control,random,8,0.0006410479545593262,False,42,0.006000041961669922,0.0068024396896362305,0.008000016212463379,0.006500601768493652
7,CiteSeer,control,random,32,0.0015487074851989746,False,42,0.009000003337860107,0.014100193977355957,0.008000016212463379,0.015677452087402344
14,CiteSeer,control,random,80,0.0033019185066223145,False,42,0.018999993801116943,0.04891180992126465,0.016000032424926758,0.0591198205947876
3,CiteSeer,C-GIF,tracin_cp_graph_3,16,0.0006410479545593262,False,42,0.009000003337860107,0.012186646461486816,0.008000016212463379,0.017737865447998047
7,CiteSeer,C-GIF,tracin_cp_graph_3,40,0.0015487074851989746,False,42,0.03799998760223389,0.0730050802230835,0.03200000524520874,0.06703639030456543
14,CiteSeer,C-GIF,tracin_cp_graph_3,104,-0.015565991401672363,False,42,0.046999990940093994,0.10784339904785156,0.054000020027160645,0.12107968330383301
3,CiteSeer,C-GIF,tracin_cp_graph_6,12,0.0006410479545593262,False,42,0.01100003719329834,0.012269139289855957,0.0140000581741333,0.016952991485595703
7,CiteSeer,C-GIF,tracin_cp_graph_6,28,0.0015487074851989746,False,42,0.02899998426437378,0.04213905334472656,0.030000030994415283,0.04592394828796387
14,CiteSeer,C-GIF,tracin_cp_graph_6,92,-0.006132066249847412,False,42,0.08100003004074097,0.12894093990325928,0.0700000524520874,0.1261427402496338
3,CiteSeer,C-point,tracin_cp_point_3,40,0.0006410479545593262,False,42,0.01100003719329834,0.01962411403656006,0.008000016212463379,0.02185535430908203
7,CiteSeer,C-point,tracin_cp_point_3,130,-0.007300853729248047,False,42,0.026000022888183594,0.06014549732208252,0.018000006675720215,0.05919921398162842
14,CiteSeer,C-point,tracin_cp_point_3,158,-0.015565991401672363,False,42,0.08399999141693115,0.13939440250396729,0.08000004291534424,0.13676965236663818
3,CiteSeer,C-point,tracin_cp_point_6,40,0.0006410479545593262,True,42,0.01100003719329834,0.01962411403656006,0.008000016212463379,0.02185535430908203
7,CiteSeer,C-point,tracin_cp_point_6,112,-0.007300853729248047,False,42,0.026000022888183594,0.05534195899963379,0.022000014781951904,0.05092442035675049
14,CiteSeer,C-point,tracin_cp_point_6,156,-0.006132066249847412,False,42,0.12400001287460327,0.1750020980834961,0.09800004959106445,0.16299140453338623
3,CiteSeer,C-IF,tracin_cp_simple_3,62,-0.007905960083007812,True,42,-0.0029999613761901855,0.01505589485168457,0.012000024318695068,0.01715707778930664
7,CiteSeer,C-IF,tracin_cp_simple_3,106,-0.007300853729248047,True,42,0.018999993801116943,0.049654364585876465,0.03400003910064697,0.06779301166534424
14,CiteSeer,C-IF,tracin_cp_simple_3,198,-0.015565991401672363,False,42,0.042999982833862305,0.10006213188171387,0.050000011920928955,0.11822724342346191
3,CiteSeer,C-IF,tracin_cp_simple_6,62,-0.007905960083007812,True,42,-0.0029999613761901855,0.01505589485168457,0.012000024318695068,0.01715707778930664
7,CiteSeer,C-IF,tracin_cp_simple_6,106,-0.007300853729248047,True,42,0.018999993801116943,0.049654364585876465,0.03400003910064697,0.06779301166534424
14,CiteSeer,C-IF,tracin_cp_simple_6,198,-0.015565991401672363,True,42,0.042999982833862305,0.10006213188171387,0.050000011920928955,0.11822724342346191
3,Cora,A,a_grad_norm,114,-0.007142841815948486,False,2024,0.018999993801116943,0.03371727466583252,0.0040000081062316895,0.03038853406906128
7,Cora,A,a_grad_norm,162,-0.007142841815948486,False,2024,0.012000024318695068,0.026082158088684082,0.0059999823570251465,0.03128981590270996
14,Cora,A,a_grad_norm,226,-0.007142841815948486,False,2024,0.006999969482421875,0.02904987335205078,0.013999998569488525,0.04483121633529663
3,Cora,B,b_param_hutch,100,-0.007142841815948486,False,2024,-0.0009999871253967285,0.006000697612762451,0.013999998569488525,0.008535981178283691
7,Cora,B,b_param_hutch,144,-0.007142841815948486,False,2024,-0.001999974250793457,0.003240644931793213,0.0059999823570251465,0.011831939220428467
14,Cora,B,b_param_hutch,206,-0.007142841815948486,False,2024,0.013000011444091797,0.02107226848602295,0.015999972820281982,0.02568340301513672
3,Cora,B,b_param_lissa,110,-0.007142841815948486,False,2024,0.0009999871253967285,0.006661415100097656,0.0040000081062316895,0.005204737186431885
7,Cora,B,b_param_lissa,154,-0.007142841815948486,False,2024,0.022000014781951904,0.030544281005859375,0.013999998569488525,0.03241539001464844
14,Cora,B,b_param_lissa,240,-0.007142841815948486,False,2024,0.001999974250793457,0.025109410285949707,0.001999974250793457,0.03519082069396973
3,Cora,control,degree,178,-0.007142841815948486,False,2024,0.001999974250793457,0.004829883575439453,-0.012000024318695068,0.0007208585739135742
7,Cora,control,degree,286,-0.007142841815948486,False,2024,-0.003000020980834961,0.00989598035812378,0.0,0.006267726421356201
14,Cora,control,degree,416,-0.007142841815948486,False,2024,0.018999993801116943,0.04855865240097046,0.015999972820281982,0.0473097562789917
3,Cora,C-GIF,gt_full,84,0.007455706596374512,False,2024,0.0040000081062316895,0.026418089866638184,-0.0040000081062316895,0.02561342716217041
7,Cora,C-GIF,gt_full,120,0.00037592649459838867,False,2024,0.006999969482421875,0.031027555465698242,0.0059999823570251465,0.03809231519699097
14,Cora,C-GIF,gt_full,162,-0.007142841815948486,False,2024,0.018999993801116943,0.06224185228347778,0.019999980926513672,0.06874966621398926
3,Cora,C-IF,gt_simple,30,0.000156402587890625,False,2024,0.010999977588653564,0.025978803634643555,0.0,0.02872377634048462
7,Cora,C-IF,gt_simple,64,0.00037592649459838867,False,2024,0.029999971389770508,0.05917757749557495,0.012000024318695068,0.06568914651870728
14,Cora,C-IF,gt_simple,136,0.0007936954498291016,False,2024,0.05500000715255737,0.13203269243240356,0.046000003814697266,0.1481928825378418
3,Cora,legacy,legacy,94,0.007455706596374512,False,2024,0.0009999871253967285,0.02740800380706787,0.0040000081062316895,0.028761565685272217
7,Cora,legacy,legacy,192,-0.007142841815948486,False,2024,0.003000020980834961,0.017949461936950684,-0.009999990463256836,0.01714646816253662
14,Cora,legacy,legacy,258,-0.007142841815948486,False,2024,0.006999969482421875,0.03772902488708496,0.009999990463256836,0.041389405727386475
3,Cora,C-GIF,p_graph,84,0.007455706596374512,False,2024,0.006999969482421875,0.006465315818786621,-0.0020000338554382324,0.002132892608642578
7,Cora,C-GIF,p_graph,116,0.007894754409790039,False,2024,0.012000024318695068,0.030580461025238037,0.013999998569488525,0.03955286741256714
14,Cora,C-GIF,p_graph,172,0.0007936954498291016,False,2024,0.02799999713897705,0.06550437211990356,0.03200000524520874,0.08188086748123169
3,Cora,C-point,p_point,32,0.000156402587890625,False,2024,0.0209999680519104,0.04913455247879028,0.0059999823570251465,0.04463469982147217
7,Cora,C-point,p_point,66,0.00037592649459838867,False,2024,0.05699998140335083,0.12737542390823364,0.04000002145767212,0.11208415031433105
14,Cora,C-point,p_point,120,0.0007936954498291016,False,2024,0.21299999952316284,0.5269973874092102,0.1899999976158142,0.5129237174987793
3,Cora,C-IF,p_simple,30,0.000156402587890625,True,2024,0.010999977588653564,0.025978803634643555,0.0,0.02872377634048462
7,Cora,C-IF,p_simple,64,0.00037592649459838867,True,2024,0.029999971389770508,0.05917757749557495,0.012000024318695068,0.06568914651870728
14,Cora,C-IF,p_simple,186,-0.007142841815948486,False,2024,0.0559999942779541,0.137384295463562,0.0559999942779541,0.14819014072418213
3,Cora,C-point,r_point,32,0.000156402587890625,True,2024,0.0209999680519104,0.04913455247879028,0.0059999823570251465,0.04463469982147217
7,Cora,C-point,r_point,66,0.00037592649459838867,False,2024,0.04500001668930054,0.12350136041641235,0.04000002145767212,0.11005735397338867
14,Cora,C-point,r_point,120,0.0007936954498291016,True,2024,0.21299999952316284,0.5269973874092102,0.1899999976158142,0.5129237174987793
3,Cora,control,random,22,0.007455706596374512,False,2024,0.0059999823570251465,0.008161664009094238,0.0059999823570251465,0.011838734149932861
7,Cora,control,random,42,0.00037592649459838867,False,2024,0.0059999823570251465,0.03402644395828247,0.0059999823570251465,0.03186225891113281
14,Cora,control,random,86,-0.007142841815948486,False,2024,0.0059999823570251465,0.02559143304824829,0.012000024318695068,0.02478468418121338
3,Cora,C-GIF,tracin_cp_graph_3,32,0.000156402587890625,False,2024,0.02899998426437378,0.058699607849121094,0.008000016212463379,0.05122143030166626
7,Cora,C-GIF,tracin_cp_graph_3,66,0.00037592649459838867,False,2024,0.06699997186660767,0.14634311199188232,0.06400001049041748,0.15514123439788818
14,Cora,C-GIF,tracin_cp_graph_3,116,-0.007142841815948486,False,2024,0.20499998331069946,0.37867528200149536,0.18199998140335083,0.3578068017959595
3,Cora,C-GIF,tracin_cp_graph_6,24,0.000156402587890625,False,2024,0.013999998569488525,0.036472439765930176,0.008000016212463379,0.04016101360321045
7,Cora,C-GIF,tracin_cp_graph_6,60,0.00037592649459838867,False,2024,0.04799997806549072,0.11576741933822632,0.050000011920928955,0.12497127056121826
14,Cora,C-GIF,tracin_cp_graph_6,112,-0.007142841815948486,False,2024,0.19099998474121094,0.360329806804657,0.15799999237060547,0.3298323154449463
3,Cora,C-point,tracin_cp_point_3,42,0.000156402587890625,False,2024,0.026000022888183594,0.05909234285354614,0.013999998569488525,0.04232978820800781
7,Cora,C-point,tracin_cp_point_3,64,0.00037592649459838867,False,2024,0.06000000238418579,0.13734322786331177,0.03799998760223389,0.107890784740448
14,Cora,C-point,tracin_cp_point_3,122,0.008730173110961914,False,2024,0.21799999475479126,0.5199773907661438,0.1940000057220459,0.49100053310394287
3,Cora,C-point,tracin_cp_point_6,42,0.000156402587890625,True,2024,0.026000022888183594,0.05909234285354614,0.013999998569488525,0.04232978820800781
7,Cora,C-point,tracin_cp_point_6,64,0.00037592649459838867,True,2024,0.06000000238418579,0.13734322786331177,0.03799998760223389,0.107890784740448
14,Cora,C-point,tracin_cp_point_6,118,0.016666710376739502,False,2024,0.2120000123977661,0.4946799874305725,0.17799997329711914,0.474920392036438
3,Cora,C-IF,tracin_cp_simple_3,30,0.000156402587890625,True,2024,0.010999977588653564,0.025978803634643555,0.0,0.02872377634048462
7,Cora,C-IF,tracin_cp_simple_3,64,0.00037592649459838867,True,2024,0.029999971389770508,0.05917757749557495,0.012000024318695068,0.06568914651870728
14,Cora,C-IF,tracin_cp_simple_3,120,0.008730173110961914,False,2024,0.07499998807907104,0.17332834005355835,0.0820000171661377,0.19237101078033447
3,Cora,C-IF,tracin_cp_simple_6,30,0.000156402587890625,True,2024,0.010999977588653564,0.025978803634643555,0.0,0.02872377634048462
7,Cora,C-IF,tracin_cp_simple_6,64,0.00037592649459838867,True,2024,0.029999971389770508,0.05917757749557495,0.012000024318695068,0.06568914651870728
14,Cora,C-IF,tracin_cp_simple_6,120,0.008730173110961914,True,2024,0.07499998807907104,0.17332834005355835,0.0820000171661377,0.19237101078033447
3,Cora,A,a_grad_norm,46,-0.007142841815948486,False,212,0.011999964714050293,0.02228105068206787,0.008000016212463379,0.01852351427078247
7,Cora,A,a_grad_norm,86,-0.007142841815948486,False,212,0.0209999680519104,0.01891160011291504,0.016000032424926758,0.01581341028213501
14,Cora,A,a_grad_norm,226,-0.007142841815948486,False,212,0.022999942302703857,0.04594683647155762,0.006000041961669922,0.04570949077606201
3,Cora,B,b_param_hutch,76,-0.007142841815948486,False,212,0.006999969482421875,0.0063629150390625,-0.003999948501586914,-0.0014837980270385742
7,Cora,B,b_param_hutch,114,-0.007142841815948486,False,212,0.011999964714050293,0.01163703203201294,0.0020000338554382324,0.006937265396118164
14,Cora,B,b_param_hutch,236,-0.007142841815948486,False,212,0.01799994707107544,0.035812973976135254,0.020000040531158447,0.03536880016326904
3,Cora,B,b_param_lissa,44,-0.007142841815948486,False,212,0.0059999823570251465,0.001505434513092041,0.008000016212463379,0.005070090293884277
7,Cora,B,b_param_lissa,116,-0.007142841815948486,False,212,0.030999958515167236,0.03633308410644531,0.010000050067901611,0.03416728973388672
14,Cora,B,b_param_lissa,232,-0.007142841815948486,False,212,0.0209999680519104,0.05226331949234009,0.012000024318695068,0.0526738166809082
3,Cora,control,degree,178,-0.007142841815948486,False,212,0.003999948501586914,0.0060149431228637695,-0.003999948501586914,0.0016474723815917969
7,Cora,control,degree,286,-0.007142841815948486,False,212,0.008999943733215332,0.027142882347106934,0.0040000081062316895,0.019561350345611572
14,Cora,control,degree,416,-0.007142841815948486,False,212,0.0209999680519104,0.048540711402893066,0.026000022888183594,0.040010690689086914
3,Cora,C-GIF,gt_full,78,0.000156402587890625,False,212,0.0009999871253967285,-0.0025296807289123535,-0.001999974250793457,-0.005638241767883301
7,Cora,C-GIF,gt_full,104,0.00037592649459838867,False,212,0.019999980926513672,0.02761101722717285,0.022000014781951904,0.03631716966629028
14,Cora,C-GIF,gt_full,200,0.0007936954498291016,False,212,0.02899998426437378,0.04140549898147583,0.030000030994415283,0.04707753658294678
3,Cora,C-IF,gt_simple,30,0.000156402587890625,False,212,0.01699995994567871,0.030089199542999268,0.008000016212463379,0.030999362468719482
7,Cora,C-IF,gt_simple,60,0.00037592649459838867,False,212,0.015999972820281982,0.04189252853393555,0.010000050067901611,0.046219825744628906
14,Cora,C-IF,gt_simple,136,0.0007936954498291016,False,212,0.0639999508857727,0.11634284257888794,0.054000020027160645,0.12614494562149048
3,Cora,legacy,legacy,74,0.000156402587890625,False,212,-0.0020000338554382324,-0.002302229404449463,-0.003999948501586914,-0.00896596908569336
7,Cora,legacy,legacy,126,0.00037592649459838867,False,212,0.02599996328353882,0.016502201557159424,0.006000041961669922,-0.000713646411895752
14,Cora,legacy,legacy,186,-0.007142841815948486,False,212,0.04099994897842407,0.03854787349700928,0.03200000524520874,0.030501961708068848
3,Cora,C-GIF,p_graph,78,0.000156402587890625,True,212,0.0009999871253967285,-0.0025296807289123535,-0.001999974250793457,-0.005638241767883301
7,Cora,C-GIF,p_graph,112,0.00037592649459838867,False,212,0.01799994707107544,0.02066272497177124,0.010000050067901611,0.02164989709854126
14,Cora,C-GIF,p_graph,200,0.0007936954498291016,False,212,0.0339999794960022,0.04806983470916748,0.03400003910064697,0.052873075008392334
3,Cora,C-point,p_point,24,0.000156402587890625,False,212,0.022999942302703857,0.03451746702194214,0.012000024318695068,0.027559340000152588
7,Cora,C-point,p_point,66,0.00037592649459838867,False,212,0.0559999942779541,0.11146372556686401,0.04400002956390381,0.0941394567489624
14,Cora,C-point,p_point,120,0.0007936954498291016,False,212,0.21999996900558472,0.41952085494995117,0.1980000138282776,0.39618927240371704
3,Cora,C-IF,p_simple,30,0.000156402587890625,True,212,0.01699995994567871,0.030089199542999268,0.008000016212463379,0.030999362468719482
7,Cora,C-IF,p_simple,60,0.00037592649459838867,True,212,0.015999972820281982,0.04189252853393555,0.010000050067901611,0.046219825744628906
14,Cora,C-IF,p_simple,136,0.0007936954498291016,True,212,0.0639999508857727,0.11634284257888794,0.054000020027160645,0.12614494562149048
3,Cora,C-point,r_point,24,0.000156402587890625,True,212,0.022999942302703857,0.03451746702194214,0.012000024318695068,0.027559340000152588
