budget,dataset,family,method,n_seeds,removed_directed_edges_mean,removed_directed_edges_std,retained_train_accuracy_drop_mean,retained_train_accuracy_drop_std,test_accuracy_drop_mean,test_accuracy_drop_std,test_loss_increase_mean,test_loss_increase_std,validation_accuracy_drop_mean,validation_accuracy_drop_std,validation_loss_increase_mean,validation_loss_increase_std
3,Cora,C-point,p_point,3,23.333333333333332,9.018499505645789,0.000156402587890625,0.0,0.019999980926513672,0.003605504855421743,0.03404432535171509,0.015332274229670928,0.006000002225240071,0.006000012159372206,0.0285839041074117,0.015563826826420638
7,Cora,C-point,p_point,3,63.333333333333336,4.618802153517006,0.00037592649459838867,0.0,0.04999999205271403,0.011269420095656743,0.09653735160827637,0.040423804151021224,0.034000019232432045,0.014000011341912621,0.08655313650767009,0.030051145862038945
14,Cora,C-point,p_point,3,120.0,0.0,0.0007936954498291016,0.0,0.21466666460037231,0.004725788416756798,0.439639945824941,0.07923728990787468,0.187333345413208,0.012220194101168065,0.423419713973999,0.07946842175851096
3,Cora,C-IF,p_simple,3,30.0,0.0,0.000156402587890625,0.0,0.014333327611287435,0.003055050151472954,0.02844148874282837,0.00217301080827936,0.0026666720708211264,0.004618811513787102,0.030527909596761067,0.001620679120558194
7,Cora,C-IF,p_simple,3,62.666666666666664,2.309401076758503,0.00037592649459838867,0.0,0.02299998203913371,0.00699999928476541,0.041801631450653076,0.017421572433352347,0.014666696389516195,0.00642908572307028,0.04980150858561198,0.014434022685925151
14,Cora,C-IF,p_simple,3,152.66666666666666,28.867513459481287,-0.001851816972096761,0.004582161926830187,0.05633332331975301,0.00750551642898403,0.10992741584777832,0.031163849855527018,0.04933333396911621,0.00986577564891645,0.12328835328420003,0.026446046825062623
3,Cora,C-point,r_point,3,23.333333333333332,9.018499505645789,0.000156402587890625,0.0,0.019999980926513672,0.003605504855421743,0.03404432535171509,0.015332274229670928,0.006000002225240071,0.006000012159372206,0.0285839041074117,0.015563826826420638
7,Cora,C-point,r_point,3,63.333333333333336,4.618802153517006,0.00037592649459838867,0.0,0.046000003814697266,0.009539387915314062,0.09524599711100261,0.03898227906751475,0.034000019232432045,0.014000011341912621,0.08587753772735596,0.029200933262372563
14,Cora,C-point,r_point,3,120.0,0.0,0.0007936954498291016,0.0,0.21466666460037231,0.004725788416756798,0.439639945824941,0.07923728990787468,0.187333345413208,0.012220194101168065,0.423419713973999,0.07946842175851096
3,Cora,control,random,3,36.0,27.784887978899608,0.0025895039240519204,0.0042142551341950866,0.0,0.0059999823570251465,0.002979616324106852,0.006832217251069308,0.0013333360354105632,0.00503322131479723,0.0014793674151102703,0.009141187956067031
7,Cora,control,random,3,58.666666666666664,36.018513757973594,0.00037592649459838867,0.0,0.002666652202606201,0.0028867485929275124,0.012165526549021402,0.01955695042486505,0.002000013987223307,0.0039999783039463095,0.00992812712987264,0.01911543445254284
14,Cora,control,random,3,108.66666666666667,41.00406483915141,-0.001851816972096761,0.004582161926830187,0.0016666452089945476,0.00585949156251111,0.00843582550684611,0.01591301432766487,0.004666686058044434,0.007023769259094088,0.007068455219268799,0.019381642578716232
3,Cora,C-GIF,tracin_cp_graph_3,3,27.333333333333332,4.163331998932265,0.000156402587890625,0.0,0.020333329836527508,0.009018471518114142,0.04102363189061483,0.015396117415766176,0.01066666841506958,0.006429107355579516,0.04318849245707194,0.00809714297142767
7,Cora,C-GIF,tracin_cp_graph_3,3,56.666666666666664,8.082903768654761,0.00037592649459838867,0.0,0.050999979178110756,0.014730912288119593,0.09585849444071452,0.048726659993951905,0.04400000969568888,0.02000001072884346,0.09827077388763428,0.05103937200108042
14,Cora,C-GIF,tracin_cp_graph_3,3,156.66666666666666,35.23256069793016,0.0007936755816141764,0.007936507463473852,0.187666654586792,0.015307944360998641,0.29513563712437946,0.07753816723319899,0.16133334239323935,0.01814752329840484,0.2743893464406331,0.07412431664264561
3,Cora,C-GIF,tracin_cp_graph_6,3,43.333333333333336,31.77000681985028,0.000156402587890625,0.0,0.015666663646697998,0.004725788416756798,0.032552103201548256,0.004693027034002257,0.008000016212463379,0.009999990463256836,0.03806058565775553,0.006562192016510931
7,Cora,C-GIF,tracin_cp_graph_6,3,92.66666666666667,28.728615235220325,0.00037592649459838867,0.0,0.03799998760223389,0.008888180576066038,0.07314834992090861,0.03839188248941788,0.03466667731602987,0.01604161533826441,0.0780044396718343,0.04210937501501118
14,Cora,C-GIF,tracin_cp_graph_6,3,173.33333333333334,61.002732179250245,0.0007936755816141764,0.007936507463473852,0.17066665490468344,0.02779087723712366,0.2794853647549947,0.08694577910166856,0.14133334159851074,0.022300977572308464,0.2596784035364787,0.07140706216063314
3,Cora,C-point,tracin_cp_point_3,3,34.0,8.0,0.000156402587890625,0.0,0.02033334970474243,0.008144511997838416,0.043448030948638916,0.0177271028755155,0.011333346366882324,0.004618828720262103,0.029242197672526043,0.012116917821621682
7,Cora,C-point,tracin_cp_point_3,3,64.0,8.0,0.00037592649459838867,0.0,0.05433332920074463,0.02107919217579964,0.10535208384195964,0.04397832349559518,0.032666683197021484,0.022479629719261297,0.08038588364919026,0.03155201536482668
14,Cora,C-point,tracin_cp_point_3,3,122.0,0.0,0.008730173110961914,0.0,0.21999998887379965,0.005291468288793435,0.4401005307833354,0.07290007625541275,0.1906666954358419,0.01137248348864973,0.4113560914993286,0.07095488311642323
3,Cora,C-point,tracin_cp_point_6,3,34.0,8.0,0.000156402587890625,0.0,0.02033334970474243,0.008144511997838416,0.043448030948638916,0.0177271028755155,0.011333346366882324,0.004618828720262103,0.029242197672526043,0.012116917821621682
