cell,method,strategy,seed,failed,f1_after,paired_dF_pct,perf_before,perf_unlearn,perf_retrain,gap,mia_auc,hop1_flip,hop2_flip,hop3_flip,hop>3_flip,unlearn_time_s,selection_time_s
cora_GCN_r0.05,MEGU,hybrid,1337,False,0.845,0.37,0.865314,0.861624,0.857934,-0.00369,0.7163,,,,,0.3963,0.0508
cora_GCN_r0.05,MEGU,hybrid,2024,False,0.8303,1.29,0.861624,0.857934,0.859779,0.001845,0.6454,,,,,0.3282,0.0671
cora_GCN_r0.05,IDEA,random,42,False,0.8266,0.0,0.867159,0.865314,0.863469,-0.001845,0.5652,,,,,0.4294,0.0004
cora_GCN_r0.05,IDEA,random,212,False,0.8229,0.0,0.865314,0.865314,0.863469,-0.001845,0.5523,,,,,0.4003,0.0002
cora_GCN_r0.05,IDEA,random,722,False,0.8266,0.0,0.867159,0.869004,0.854244,-0.01476,0.5487,,,,,0.2255,0.0002
cora_GCN_r0.05,IDEA,random,1337,False,0.8303,0.0,0.865314,0.867159,0.865314,-0.001845,0.595,,,,,0.3897,0.0003
cora_GCN_r0.05,IDEA,random,2024,False,0.8192,0.0,0.861624,0.857934,0.850554,-0.00738,0.5871,,,,,0.4182,0.0002
cora_GCN_r0.05,IDEA,degree,42,False,0.81,1.66,0.867159,0.865314,0.856089,-0.009225,0.642,,,,,0.4143,0.001
cora_GCN_r0.05,IDEA,degree,212,False,0.8173,0.56,0.865314,0.865314,0.863469,-0.001845,0.6331,,,,,0.4175,0.0006
cora_GCN_r0.05,IDEA,degree,722,False,0.8137,1.29,0.867159,0.869004,0.863469,-0.005535,0.6517,,,,,0.3938,0.0008
cora_GCN_r0.05,IDEA,degree,1337,False,0.8192,1.11,0.865314,0.867159,0.865314,-0.001845,0.621,,,,,0.4034,0.0006
cora_GCN_r0.05,IDEA,degree,2024,False,0.8026,1.66,0.861624,0.857934,0.865314,0.00738,0.6237,,,,,0.4098,0.0005
cora_GCN_r0.05,IDEA,pagerank,42,False,0.821,0.56,0.867159,0.865314,0.857934,-0.00738,0.6674,,,,,0.3866,0.063
cora_GCN_r0.05,IDEA,pagerank,212,False,0.8266,-0.37,0.865314,0.865314,0.865314,0.0,0.6637,,,,,0.3859,0.0424
cora_GCN_r0.05,IDEA,pagerank,722,False,0.821,0.56,0.867159,0.869004,0.863469,-0.005535,0.6788,,,,,0.4198,0.0478
cora_GCN_r0.05,IDEA,pagerank,1337,False,0.8284,0.19,0.865314,0.867159,0.863469,-0.00369,0.6499,,,,,0.3881,0.0504
cora_GCN_r0.05,IDEA,pagerank,2024,False,0.81,0.92,0.861624,0.857934,0.867159,0.009225,0.6521,,,,,0.4106,0.0376
cora_GCN_r0.05,IDEA,tracin,42,False,0.8247,0.19,0.867159,0.865314,0.848708,-0.016605,0.274,,,,,0.3944,2.6732
cora_GCN_r0.05,IDEA,tracin,212,False,0.8321,-0.92,0.865314,0.865314,0.865314,0.0,0.266,,,,,0.3804,2.6966
cora_GCN_r0.05,IDEA,tracin,722,False,0.821,0.56,0.867159,0.869004,0.861624,-0.00738,0.2614,,,,,0.3975,2.6928
cora_GCN_r0.05,IDEA,tracin,1337,False,0.8321,-0.18,0.865314,0.867159,0.845018,-0.02214,0.2642,,,,,0.416,2.5781
cora_GCN_r0.05,IDEA,tracin,2024,False,0.8192,0.0,0.861624,0.857934,0.865314,0.00738,0.2501,,,,,0.4054,3.0086
cora_GCN_r0.05,IDEA,im,42,False,0.8155,1.11,0.867159,0.865314,0.859779,-0.005535,0.5838,,,,,0.4187,2.2911
cora_GCN_r0.05,IDEA,im,212,False,0.8284,-0.55,0.865314,0.865314,0.863469,-0.001845,0.5784,,,,,0.4391,2.2911
cora_GCN_r0.05,IDEA,im,722,False,0.8192,0.74,0.867159,0.869004,0.863469,-0.005535,0.5778,,,,,0.3694,2.2911
cora_GCN_r0.05,IDEA,im,1337,False,0.821,0.93,0.865314,0.867159,0.867159,0.0,0.5646,,,,,0.3731,2.2911
cora_GCN_r0.05,IDEA,im,2024,False,0.8173,0.19,0.861624,0.857934,0.867159,0.009225,0.5647,,,,,0.4159,2.2911
cora_GCN_r0.05,IDEA,hybrid,42,False,0.8247,0.19,0.867159,0.865314,0.859779,-0.005535,0.3466,,,,,0.3884,0.5315
cora_GCN_r0.05,IDEA,hybrid,212,False,0.8266,-0.37,0.865314,0.865314,0.857934,-0.00738,0.3284,,,,,0.4279,0.0446
cora_GCN_r0.05,IDEA,hybrid,722,False,0.821,0.56,0.867159,0.869004,0.857934,-0.01107,0.3238,,,,,0.3947,0.0716
cora_GCN_r0.05,IDEA,hybrid,1337,False,0.8321,-0.18,0.865314,0.867159,0.857934,-0.009225,0.3449,,,,,0.4297,0.0508
cora_GCN_r0.05,IDEA,hybrid,2024,False,0.81,0.92,0.861624,0.857934,0.861624,0.00369,0.332,,,,,0.3736,0.0671
cora_GCN_r0.05,GraphEraser,random,42,False,0.821,0.0,0.749077,0.702952,0.797048,0.094096,0.7722,,,,,7.5635,0.0004
cora_GCN_r0.05,GraphEraser,random,212,False,0.8229,0.0,0.787823,0.763838,0.780443,0.016605,0.7834,,,,,8.2778,0.0002
cora_GCN_r0.05,GraphEraser,random,722,False,0.8321,0.0,0.776753,0.758303,0.752768,-0.005535,0.7787,,,,,7.2071,0.0002
cora_GCN_r0.05,GraphEraser,random,1337,False,0.8155,0.0,0.756458,0.741697,0.730627,-0.01107,0.6716,,,,,7.3485,0.0003
cora_GCN_r0.05,GraphEraser,random,2024,False,0.8284,0.0,0.758303,0.756458,0.752768,-0.00369,0.7348,,,,,9.0954,0.0002
cora_GCN_r0.05,GraphEraser,degree,42,False,0.81,1.1,0.749077,0.702952,0.797048,0.094096,0.6573,,,,,13.7501,0.0007
cora_GCN_r0.05,GraphEraser,degree,212,False,0.8118,1.11,0.787823,0.756458,0.780443,0.023985,0.6819,,,,,7.6237,0.0007
cora_GCN_r0.05,GraphEraser,degree,722,False,0.8358,-0.37,0.776753,0.761993,0.752768,-0.009225,0.6194,,,,,7.9533,0.0008
cora_GCN_r0.05,GraphEraser,degree,1337,False,0.8192,-0.37,0.756458,0.734317,0.730627,-0.00369,0.6174,,,,,7.4276,0.0006
cora_GCN_r0.05,GraphEraser,degree,2024,False,0.8247,0.37,0.758303,0.758303,0.752768,-0.005535,0.6396,,,,,7.2706,0.0006
cora_GCN_r0.05,GraphEraser,pagerank,42,False,0.81,1.1,0.749077,0.701107,0.797048,0.095941,0.6428,,,,,9.5492,0.063
cora_GCN_r0.05,GraphEraser,pagerank,212,False,0.8155,0.74,0.787823,0.763838,0.780443,0.016605,0.6579,,,,,7.8167,0.0424
cora_GCN_r0.05,GraphEraser,pagerank,722,False,0.8303,0.18,0.776753,0.771218,0.752768,-0.01845,0.6294,,,,,8.6108,0.0478
cora_GCN_r0.05,GraphEraser,pagerank,1337,False,0.8192,-0.37,0.756458,0.734317,0.730627,-0.00369,0.6098,,,,,7.8413,0.0504
cora_GCN_r0.05,GraphEraser,pagerank,2024,False,0.8229,0.55,0.758303,0.761993,0.752768,-0.009225,0.6286,,,,,7.3669,0.0376
cora_GCN_r0.05,GraphEraser,tracin,42,False,0.8173,0.37,0.749077,0.656827,0.797048,0.140221,0.7409,,,,,8.9043,2.6732
cora_GCN_r0.05,GraphEraser,tracin,212,False,0.8284,-0.55,0.787823,0.756458,0.780443,0.023985,0.756,,,,,7.6195,2.6966
cora_GCN_r0.05,GraphEraser,tracin,722,False,0.8284,0.37,0.776753,0.747232,0.752768,0.005535,0.7322,,,,,8.7875,2.6928
cora_GCN_r0.05,GraphEraser,tracin,1337,False,0.8192,-0.37,0.756458,0.767528,0.730627,-0.0369,0.7264,,,,,8.654,2.5781
cora_GCN_r0.05,GraphEraser,tracin,2024,False,0.8247,0.37,0.758303,0.773063,0.752768,-0.020295,0.739,,,,,8.7757,3.0086
cora_GCN_r0.05,GraphEraser,im,42,False,0.8137,0.73,0.749077,0.719557,0.797048,0.077491,0.7789,,,,,7.9275,2.2911
cora_GCN_r0.05,GraphEraser,im,212,False,0.8266,-0.37,0.787823,0.765683,0.780443,0.01476,0.7819,,,,,7.1486,2.2911
cora_GCN_r0.05,GraphEraser,im,722,False,0.8303,0.18,0.776753,0.760148,0.752768,-0.00738,0.778,,,,,7.7135,2.2911
cora_GCN_r0.05,GraphEraser,im,1337,False,0.821,-0.55,0.756458,0.730627,0.730627,0.0,0.7381,,,,,7.8453,2.2911
cora_GCN_r0.05,GraphEraser,im,2024,False,0.8284,0.0,0.758303,0.782288,0.752768,-0.02952,0.7307,,,,,7.5882,2.2911
cora_GCN_r0.05,GraphEraser,hybrid,42,False,0.8137,0.73,0.749077,0.669742,0.797048,0.127306,0.751,,,,,10.8772,0.5315
cora_GCN_r0.05,GraphEraser,hybrid,212,False,0.8284,-0.55,0.787823,0.761993,0.780443,0.01845,0.7943,,,,,7.9926,0.0446
cora_GCN_r0.05,GraphEraser,hybrid,722,False,0.8284,0.37,0.776753,0.752768,0.752768,0.0,0.8217,,,,,8.0655,0.0716
cora_GCN_r0.05,GraphEraser,hybrid,1337,False,0.821,-0.55,0.756458,0.765683,0.730627,-0.035055,0.7486,,,,,6.7845,0.0508
cora_GCN_r0.05,GraphEraser,hybrid,2024,False,0.8137,1.47,0.758303,0.760148,0.752768,-0.00738,0.8333,,,,,8.0874,0.0671
cora_GCN_r0.05,GraphRevoker,random,42,False,0.7251,0.0,0.581181,0.568266,0.54428,-0.023985,0.8434,,,,,4.4812,0.0004
cora_GCN_r0.05,GraphRevoker,random,212,False,0.7196,0.0,0.564576,0.584871,0.616236,0.031365,0.8882,,,,,4.1997,0.0002
cora_GCN_r0.05,GraphRevoker,random,722,False,0.7196,0.0,0.592251,0.586716,0.566421,-0.020295,0.8724,,,,,4.4976,0.0002
cora_GCN_r0.05,GraphRevoker,random,1337,False,0.714,0.0,0.54797,0.601476,0.520295,-0.081181,0.8646,,,,,4.7406,0.0003
cora_GCN_r0.05,GraphRevoker,random,2024,False,0.7232,0.0,0.601476,0.570111,0.559041,-0.01107,0.8842,,,,,4.6495,0.0002
cora_GCN_r0.05,GraphRevoker,degree,42,False,0.7177,0.74,0.583026,0.566421,0.612546,0.046125,0.7654,,,,,4.9801,0.0006
cora_GCN_r0.05,GraphRevoker,degree,212,False,0.7288,-0.92,0.577491,0.594096,0.595941,0.001845,0.8121,,,,,4.3595,0.0006
cora_GCN_r0.05,GraphRevoker,degree,722,False,0.7177,0.19,0.608856,0.594096,0.553506,-0.04059,0.768,,,,,4.5761,0.0011
cora_GCN_r0.05,GraphRevoker,degree,1337,False,0.7196,-0.56,0.621771,0.623616,0.629151,0.005535,0.7689,,,,,4.6493,0.0008
cora_GCN_r0.05,GraphRevoker,degree,2024,False,0.7122,1.1,0.52583,0.577491,0.583026,0.005535,0.7484,,,,,4.1947,0.0015
cora_GCN_r0.05,GraphRevoker,pagerank,42,False,0.7103,1.48,0.614391,0.564576,0.594096,0.02952,0.7751,,,,,5.6022,0.063
cora_GCN_r0.05,GraphRevoker,pagerank,212,False,0.7269,-0.73,0.564576,0.651292,0.610701,-0.04059,0.7566,,,,,4.619,0.0424
cora_GCN_r0.05,GraphRevoker,pagerank,722,False,0.7214,-0.18,0.614391,0.571956,0.579336,0.00738,0.811,,,,,4.2692,0.0478
cora_GCN_r0.05,GraphRevoker,pagerank,1337,False,0.7085,0.55,0.573801,0.618081,0.603321,-0.01476,0.8278,,,,,4.2089,0.0504
cora_GCN_r0.05,GraphRevoker,pagerank,2024,False,0.7177,0.55,0.577491,0.595941,0.632841,0.0369,0.8051,,,,,4.1756,0.0376
cora_GCN_r0.05,GraphRevoker,tracin,42,False,0.7066,1.85,0.607011,0.595941,0.581181,-0.01476,0.8029,,,,,5.3501,2.6732
cora_GCN_r0.05,GraphRevoker,tracin,212,False,0.7288,-0.92,0.564576,0.630996,0.570111,-0.060886,0.7995,,,,,5.4382,2.6966
cora_GCN_r0.05,GraphRevoker,tracin,722,False,0.7214,-0.18,0.597786,0.608856,0.566421,-0.042435,0.8202,,,,,5.4427,2.6928
cora_GCN_r0.05,GraphRevoker,tracin,1337,False,0.7196,-0.56,0.557196,0.616236,0.629151,0.012915,0.7582,,,,,4.5328,2.5781
cora_GCN_r0.05,GraphRevoker,tracin,2024,False,0.7269,-0.37,0.599631,0.573801,0.619926,0.046125,0.8281,,,,,4.0917,3.0086
cora_GCN_r0.05,GraphRevoker,im,42,False,0.7085,1.66,0.597786,0.549815,0.564576,0.01476,0.8178,,,,,4.6331,2.2911
cora_GCN_r0.05,GraphRevoker,im,212,False,0.7177,0.19,0.573801,0.618081,0.619926,0.001845,0.8237,,,,,6.2002,2.2911
cora_GCN_r0.05,GraphRevoker,im,722,False,0.7269,-0.73,0.603321,0.54059,0.590406,0.049815,0.8386,,,,,5.1615,2.2911
cora_GCN_r0.05,GraphRevoker,im,1337,False,0.7159,-0.19,0.592251,0.621771,0.553506,-0.068266,0.8407,,,,,4.6037,2.2911
cora_GCN_r0.05,GraphRevoker,im,2024,False,0.7232,0.0,0.562731,0.560886,0.619926,0.059041,0.8111,,,,,4.3172,2.2911
cora_GCN_r0.05,GraphRevoker,hybrid,42,False,0.7103,1.48,0.594096,0.584871,0.575646,-0.009225,0.7858,,,,,4.4056,0.5315
cora_GCN_r0.05,GraphRevoker,hybrid,212,False,0.7251,-0.55,0.564576,0.632841,0.614391,-0.01845,0.7818,,,,,4.2272,0.0446
cora_GCN_r0.05,GraphRevoker,hybrid,722,False,0.7232,-0.36,0.608856,0.573801,0.570111,-0.00369,0.8209,,,,,4.9311,0.0716
cora_GCN_r0.05,GraphRevoker,hybrid,1337,False,0.7196,-0.56,0.568266,0.640221,0.599631,-0.04059,0.7919,,,,,5.8743,0.0508
cora_GCN_r0.05,GraphRevoker,hybrid,2024,False,0.7196,0.36,0.559041,0.601476,0.546125,-0.055351,0.823,,,,,4.4355,0.0671
