cell,method,strategy,seed,failed,f1_after,paired_dF_pct,perf_before,perf_unlearn,perf_retrain,gap,mia_auc,hop1_flip,hop2_flip,hop3_flip,hop>3_flip,unlearn_time_s,selection_time_s
cora_GCN_r0.01,GIF,random,42,False,0.8432,0.0,0.867159,0.865314,0.857934,-0.00738,0.6803,,,,,0.3571,0.0007
cora_GCN_r0.01,GIF,random,212,False,0.8487,0.0,0.865314,0.865314,0.861624,-0.00369,0.5578,,,,,0.2486,0.0003
cora_GCN_r0.01,GIF,random,722,False,0.845,0.0,0.867159,0.869004,0.863469,-0.005535,0.551,,,,,0.3642,0.0002
cora_GCN_r0.01,GIF,random,1337,False,0.8432,0.0,0.865314,0.867159,0.865314,-0.001845,0.6395,,,,,0.3369,0.0003
cora_GCN_r0.01,GIF,random,2024,False,0.8358,0.0,0.861624,0.857934,0.863469,0.005535,0.5193,,,,,0.294,0.0003
cora_GCN_r0.01,GIF,tracin,42,False,0.8506,-0.74,0.867159,0.865314,0.863469,-0.001845,0.5079,,,,,0.3563,2.5018
cora_GCN_r0.01,GIF,tracin,212,False,0.8487,0.0,0.865314,0.865314,0.861624,-0.00369,0.5465,,,,,0.1974,2.0432
cora_GCN_r0.01,GIF,tracin,722,False,0.8469,-0.19,0.867159,0.869004,0.859779,-0.009225,0.4739,,,,,0.3643,2.4321
cora_GCN_r0.01,GIF,tracin,1337,False,0.8487,-0.55,0.865314,0.867159,0.865314,-0.001845,0.542,,,,,0.3159,2.8454
cora_GCN_r0.01,GIF,tracin,2024,False,0.8395,-0.37,0.861624,0.857934,0.865314,0.00738,0.4853,,,,,0.3448,2.7331
cora_GCN_r0.01,GIF,im,42,False,0.8395,0.37,0.867159,0.865314,0.856089,-0.009225,0.8027,,,,,0.34,3731.1005
cora_GCN_r0.01,GIF,im,212,False,0.8506,-0.19,0.865314,0.865314,0.865314,0.0,0.8163,,,,,0.3223,3731.1005
cora_GCN_r0.01,GIF,im,722,False,0.8432,0.18,0.867159,0.869004,0.867159,-0.001845,0.8231,,,,,0.3045,3731.1005
cora_GCN_r0.01,GIF,im,1337,False,0.8432,0.0,0.865314,0.867159,0.865314,-0.001845,0.8163,,,,,0.2963,3731.1005
cora_GCN_r0.01,GIF,im,2024,False,0.8395,-0.37,0.861624,0.857934,0.863469,0.005535,0.8186,,,,,0.3104,3731.1005
cora_GCN_r0.01,GNNDelete,random,42,False,0.8487,0.0,0.867159,0.839483,0.867159,0.027675,0.8821,,,,,0.9737,0.0007
cora_GCN_r0.01,GNNDelete,random,212,False,0.8137,0.0,0.865314,0.837638,0.861624,0.023985,0.8549,,,,,0.8898,0.0003
cora_GCN_r0.01,GNNDelete,random,722,False,0.8137,0.0,0.867159,0.850554,0.867159,0.016605,0.9615,,,,,1.2189,0.0002
cora_GCN_r0.01,GNNDelete,random,1337,False,0.8376,0.0,0.865314,0.809963,0.867159,0.057196,0.932,,,,,1.4804,0.0003
cora_GCN_r0.01,GNNDelete,random,2024,False,0.8007,0.0,0.861624,0.826568,0.856089,0.02952,0.7415,,,,,1.157,0.0003
cora_GCN_r0.01,GNNDelete,tracin,42,False,0.8303,1.84,0.867159,0.841328,0.865314,0.023985,0.6848,,,,,2.1059,2.5018
cora_GCN_r0.01,GNNDelete,tracin,212,False,0.8432,-2.95,0.865314,0.850554,0.863469,0.012915,0.7732,,,,,2.3731,2.0432
cora_GCN_r0.01,GNNDelete,tracin,722,False,0.845,-3.13,0.867159,0.835793,0.872694,0.0369,0.7347,,,,,1.3977,2.4321
cora_GCN_r0.01,GNNDelete,tracin,1337,False,0.8118,2.58,0.865314,0.846863,0.861624,0.01476,0.5805,,,,,2.6092,2.8454
cora_GCN_r0.01,GNNDelete,tracin,2024,False,0.8266,-2.59,0.861624,0.806273,0.863469,0.057196,0.7914,,,,,1.0475,2.7331
cora_GCN_r0.01,GNNDelete,im,42,False,0.703,14.57,0.867159,0.714022,0.867159,0.153137,0.5692,,,,,0.9756,3731.1005
cora_GCN_r0.01,GNNDelete,im,212,False,0.6771,13.66,0.865314,0.745387,0.869004,0.123616,0.585,,,,,1.5769,3731.1005
cora_GCN_r0.01,GNNDelete,im,722,False,0.714,9.97,0.867159,0.739852,0.865314,0.125461,0.6304,,,,,0.9889,3731.1005
cora_GCN_r0.01,GNNDelete,im,1337,False,0.7601,7.75,0.865314,0.653137,0.867159,0.214022,0.712,,,,,0.8423,3731.1005
cora_GCN_r0.01,GNNDelete,im,2024,False,0.7546,4.61,0.861624,0.726937,0.856089,0.129151,0.5805,,,,,0.8838,3731.1005
cora_GCN_r0.01,MEGU,random,42,False,0.8542,0.0,0.867159,0.861624,0.857934,-0.00369,0.1814,,,,,0.4011,0.0007
cora_GCN_r0.01,MEGU,random,212,False,0.8561,0.0,0.865314,0.854244,0.861624,0.00738,0.2857,,,,,0.4496,0.0003
cora_GCN_r0.01,MEGU,random,722,False,0.8487,0.0,0.867159,0.865314,0.865314,0.0,0.3696,,,,,0.399,0.0002
cora_GCN_r0.01,MEGU,random,1337,False,0.8561,0.0,0.865314,0.859779,0.861624,0.001845,0.3197,,,,,0.4417,0.0003
cora_GCN_r0.01,MEGU,random,2024,False,0.8469,0.0,0.861624,0.859779,0.856089,-0.00369,0.1905,,,,,0.4771,0.0003
cora_GCN_r0.01,MEGU,tracin,42,False,0.8542,0.0,0.867159,0.865314,0.863469,-0.001845,0.8209,,,,,0.4027,2.5018
cora_GCN_r0.01,MEGU,tracin,212,False,0.8579,-0.18,0.865314,0.857934,0.856089,-0.001845,0.7846,,,,,0.3412,2.0432
cora_GCN_r0.01,MEGU,tracin,722,False,0.8487,0.0,0.867159,0.869004,0.869004,0.0,0.8866,,,,,0.4467,2.4321
cora_GCN_r0.01,MEGU,tracin,1337,False,0.8542,0.19,0.865314,0.861624,0.856089,-0.005535,0.8526,,,,,0.4649,2.8454
cora_GCN_r0.01,MEGU,tracin,2024,False,0.845,0.19,0.861624,0.854244,0.861624,0.00738,0.8549,,,,,0.4754,2.7331
cora_GCN_r0.01,MEGU,im,42,False,0.8506,0.36,0.867159,0.861624,0.861624,0.0,0.2653,,,,,0.4583,3731.1005
cora_GCN_r0.01,MEGU,im,212,False,0.8524,0.37,0.865314,0.856089,0.861624,0.005535,0.288,,,,,0.412,3731.1005
cora_GCN_r0.01,MEGU,im,722,False,0.8487,0.0,0.867159,0.869004,0.869004,0.0,0.3061,,,,,0.4696,3731.1005
cora_GCN_r0.01,MEGU,im,1337,False,0.8487,0.74,0.865314,0.859779,0.867159,0.00738,0.2562,,,,,0.4882,3731.1005
cora_GCN_r0.01,MEGU,im,2024,False,0.8432,0.37,0.861624,0.857934,0.857934,0.0,0.2834,,,,,0.4524,3731.1005
cora_GCN_r0.01,IDEA,random,42,False,0.8266,0.0,0.867159,0.865314,0.857934,-0.00738,0.7891,,,,,0.3203,0.0007
cora_GCN_r0.01,IDEA,random,212,False,0.8284,0.0,0.865314,0.865314,0.861624,-0.00369,0.5805,,,,,0.3672,0.0003
cora_GCN_r0.01,IDEA,random,722,False,0.8229,0.0,0.867159,0.869004,0.863469,-0.005535,0.542,,,,,0.3132,0.0002
cora_GCN_r0.01,IDEA,random,1337,False,0.8321,0.0,0.865314,0.867159,0.865314,-0.001845,0.6281,,,,,0.3279,0.0003
cora_GCN_r0.01,IDEA,random,2024,False,0.821,0.0,0.861624,0.857934,0.863469,0.005535,0.7596,,,,,0.3837,0.0003
cora_GCN_r0.01,IDEA,tracin,42,False,0.8247,0.19,0.867159,0.865314,0.863469,-0.001845,0.2653,,,,,0.3563,2.5018
cora_GCN_r0.01,IDEA,tracin,212,False,0.8321,-0.37,0.865314,0.865314,0.861624,-0.00369,0.2721,,,,,0.3488,2.0432
cora_GCN_r0.01,IDEA,tracin,722,False,0.8247,-0.18,0.867159,0.869004,0.859779,-0.009225,0.2925,,,,,0.3083,2.4321
cora_GCN_r0.01,IDEA,tracin,1337,False,0.8321,0.0,0.865314,0.867159,0.865314,-0.001845,0.2789,,,,,0.3408,2.8454
cora_GCN_r0.01,IDEA,tracin,2024,False,0.8229,-0.19,0.861624,0.857934,0.865314,0.00738,0.2336,,,,,0.3717,2.7331
cora_GCN_r0.01,IDEA,im,42,False,0.8155,1.11,0.867159,0.865314,0.856089,-0.009225,0.6553,,,,,0.3811,3731.1005
cora_GCN_r0.01,IDEA,im,212,False,0.8266,0.18,0.865314,0.865314,0.865314,0.0,0.6621,,,,,0.3873,3731.1005
cora_GCN_r0.01,IDEA,im,722,False,0.8192,0.37,0.867159,0.869004,0.867159,-0.001845,0.6689,,,,,0.4581,3731.1005
cora_GCN_r0.01,IDEA,im,1337,False,0.8284,0.37,0.865314,0.867159,0.865314,-0.001845,0.6463,,,,,0.3403,3731.1005
cora_GCN_r0.01,IDEA,im,2024,False,0.8155,0.55,0.861624,0.857934,0.863469,0.005535,0.6395,,,,,0.3545,3731.1005
cora_GCN_r0.01,GraphEraser,random,42,False,0.8229,0.0,0.749077,0.706642,0.797048,0.090406,0.8471,,,,,10.3669,0.0007
cora_GCN_r0.01,GraphEraser,random,212,False,0.8266,0.0,0.787823,0.756458,0.791513,0.035055,0.77,,,,,7.9725,0.0003
cora_GCN_r0.01,GraphEraser,random,722,False,0.8339,0.0,0.776753,0.771218,0.750923,-0.020295,0.7648,,,,,7.3475,0.0002
cora_GCN_r0.01,GraphEraser,random,1337,False,0.8137,0.0,0.756458,0.784133,0.741697,-0.042435,0.74,,,,,7.9991,0.0003
cora_GCN_r0.01,GraphEraser,random,2024,False,0.8284,0.0,0.758303,0.765683,0.741697,-0.023985,0.6905,,,,,9.4679,0.0003
cora_GCN_r0.01,GraphEraser,tracin,42,False,0.8229,0.0,0.749077,0.714022,0.789668,0.075646,0.8414,,,,,6.3581,2.5018
cora_GCN_r0.01,GraphEraser,tracin,212,False,0.8303,-0.37,0.787823,0.760148,0.773063,0.012915,0.8105,,,,,6.7835,2.0432
cora_GCN_r0.01,GraphEraser,tracin,722,False,0.8284,0.55,0.776753,0.761993,0.752768,-0.009225,0.8438,,,,,6.068,2.4321
cora_GCN_r0.01,GraphEraser,tracin,1337,False,0.821,-0.73,0.756458,0.782288,0.741697,-0.04059,0.6138,,,,,11.0404,2.8454
cora_GCN_r0.01,GraphEraser,tracin,2024,False,0.8284,0.0,0.758303,0.763838,0.752768,-0.01107,0.79,,,,,7.2124,2.7331
cora_GCN_r0.01,GraphEraser,im,42,False,0.8247,-0.18,0.749077,0.739852,0.797048,0.057196,0.6057,,,,,154.6787,43.0121
cora_GCN_r0.01,GraphEraser,im,212,False,0.8266,0.0,0.787823,0.769373,0.784133,0.01476,0.5667,,,,,94.7056,3731.1005
cora_GCN_r0.01,GraphEraser,im,722,False,0.8229,1.1,0.776753,0.769373,0.750923,-0.01845,0.7024,,,,,146.3877,43.0121
cora_GCN_r0.01,GraphEraser,im,1337,False,0.8173,-0.36,0.756458,0.774908,0.723247,-0.051661,0.6062,,,,,81.1146,43.0121
cora_GCN_r0.01,GraphEraser,im,2024,False,0.8247,0.37,0.758303,0.776753,0.741697,-0.035055,0.6443,,,,,5.608,3731.1005
cora_GCN_r0.01,GraphRevoker,random,42,True,0.583,,0.581181,0.610701,0.595941,-0.01476,,,,,,25.2739,0.0007
cora_GCN_r0.01,GraphRevoker,random,212,False,0.7232,0.0,0.562731,0.636531,0.608856,-0.027675,0.8214,,,,,6.6079,0.0003
cora_GCN_r0.01,GraphRevoker,random,722,False,0.7214,0.0,0.610701,0.636531,0.608856,-0.027675,0.8214,,,,,6.432,0.0002
cora_GCN_r0.01,GraphRevoker,random,1337,False,0.7214,0.0,0.557196,0.614391,0.594096,-0.020295,0.8057,,,,,3.456,0.0003
cora_GCN_r0.01,GraphRevoker,random,2024,False,0.7306,0.0,0.512915,0.610701,0.601476,-0.009225,0.8186,,,,,4.5862,0.0003
cora_GCN_r0.01,GraphRevoker,tracin,42,False,0.7232,,0.603321,0.573801,0.636531,0.062731,0.8643,,,,,4.8416,2.5018
cora_GCN_r0.01,GraphRevoker,tracin,212,False,0.7214,0.18,0.562731,0.610701,0.597786,-0.012915,0.8619,,,,,4.6473,2.0432
cora_GCN_r0.01,GraphRevoker,tracin,722,False,0.7159,0.55,0.597786,0.573801,0.570111,-0.00369,0.9281,,,,,4.1484,2.4321
cora_GCN_r0.01,GraphRevoker,tracin,1337,False,0.7177,0.37,0.560886,0.616236,0.605166,-0.01107,0.8429,,,,,3.6717,2.8454
cora_GCN_r0.01,GraphRevoker,tracin,2024,False,0.7214,0.92,0.520295,0.584871,0.549815,-0.035055,0.8471,,,,,4.6231,2.7331
cora_GCN_r0.01,GraphRevoker,im,42,False,0.7214,,0.590406,0.594096,0.571956,-0.02214,0.8048,,,,,3.9934,3731.1005
cora_GCN_r0.01,GraphRevoker,im,212,False,0.7269,-0.37,0.584871,0.642066,0.557196,-0.084871,0.86,,,,,3.0001,3731.1005
cora_GCN_r0.01,GraphRevoker,im,722,False,0.7159,0.55,0.603321,0.52583,0.559041,0.03321,0.809,,,,,5.3834,3731.1005
cora_GCN_r0.01,GraphRevoker,im,1337,False,0.7103,1.11,0.560886,0.607011,0.608856,0.001845,0.8643,,,,,3.5191,3731.1005
cora_GCN_r0.01,GraphRevoker,im,2024,False,0.7269,0.37,0.549815,0.555351,0.531365,-0.023985,0.7552,,,,,3.3252,3731.1005
cora_GCN_r0.05,GIF,random,42,False,0.8395,0.0,0.867159,0.865314,0.863469,-0.001845,0.6564,,,,,0.4812,0.0004
cora_GCN_r0.05,GIF,random,212,False,0.8487,0.0,0.865314,0.865314,0.863469,-0.001845,0.6421,,,,,0.4163,0.0002
cora_GCN_r0.05,GIF,random,722,False,0.8487,0.0,0.867159,0.869004,0.854244,-0.01476,0.6271,,,,,0.3998,0.0002
cora_GCN_r0.05,GIF,random,1337,False,0.8432,0.0,0.865314,0.867159,0.865314,-0.001845,0.5587,,,,,0.4426,0.0003
cora_GCN_r0.05,GIF,random,2024,False,0.8339,0.0,0.861624,0.857934,0.850554,-0.00738,0.5774,,,,,0.432,0.0002
cora_GCN_r0.05,GIF,degree,42,False,0.821,1.85,0.867159,0.865314,0.856089,-0.009225,0.6787,,,,,0.4097,0.0005
cora_GCN_r0.05,GIF,degree,212,False,0.8266,2.21,0.865314,0.865314,0.863469,-0.001845,0.6797,,,,,0.4277,0.0007
cora_GCN_r0.05,GIF,degree,722,False,0.8247,2.4,0.867159,0.869004,0.863469,-0.005535,0.6769,,,,,0.412,0.0008
cora_GCN_r0.05,GIF,degree,1337,False,0.821,2.22,0.865314,0.867159,0.865314,-0.001845,0.6768,,,,,0.4024,0.0005
cora_GCN_r0.05,GIF,degree,2024,False,0.8137,2.02,0.861624,0.857934,0.865314,0.00738,0.6659,,,,,0.4079,0.0005
cora_GCN_r0.05,GIF,pagerank,42,False,0.8247,1.48,0.867159,0.865314,0.857934,-0.00738,0.6965,,,,,0.3965,0.063
cora_GCN_r0.05,GIF,pagerank,212,False,0.8284,2.03,0.865314,0.865314,0.865314,0.0,0.7022,,,,,0.4497,0.0424
cora_GCN_r0.05,GIF,pagerank,722,False,0.8284,2.03,0.867159,0.869004,0.863469,-0.005535,0.6974,,,,,0.4076,0.0478
cora_GCN_r0.05,GIF,pagerank,1337,False,0.8284,1.48,0.865314,0.867159,0.863469,-0.00369,0.7053,,,,,0.4319,0.0504
cora_GCN_r0.05,GIF,pagerank,2024,False,0.821,1.29,0.861624,0.857934,0.867159,0.009225,0.6899,,,,,0.4044,0.0376
cora_GCN_r0.05,GIF,tracin,42,False,0.8506,-1.11,0.867159,0.865314,0.848708,-0.016605,0.5802,,,,,0.3915,2.6732
cora_GCN_r0.05,GIF,tracin,212,False,0.8487,0.0,0.865314,0.865314,0.865314,0.0,0.6153,,,,,0.3818,2.6966
cora_GCN_r0.05,GIF,tracin,722,False,0.8487,0.0,0.867159,0.869004,0.861624,-0.00738,0.6044,,,,,0.3893,2.6928
cora_GCN_r0.05,GIF,tracin,1337,False,0.8524,-0.92,0.865314,0.867159,0.845018,-0.02214,0.6276,,,,,0.3848,2.5781
cora_GCN_r0.05,GIF,tracin,2024,False,0.8321,0.18,0.861624,0.857934,0.865314,0.00738,0.643,,,,,0.4252,3.0086
cora_GCN_r0.05,GIF,im,42,False,0.8284,1.11,0.867159,0.865314,0.859779,-0.005535,0.6253,,,,,0.3146,2.2911
cora_GCN_r0.05,GIF,im,212,False,0.8432,0.55,0.865314,0.865314,0.863469,-0.001845,0.6325,,,,,0.4333,2.2911
cora_GCN_r0.05,GIF,im,722,False,0.8395,0.92,0.867159,0.869004,0.863469,-0.005535,0.6346,,,,,0.4339,2.2911
cora_GCN_r0.05,GIF,im,1337,False,0.8358,0.74,0.865314,0.867159,0.867159,0.0,0.635,,,,,0.4351,2.2911
cora_GCN_r0.05,GIF,im,2024,False,0.8339,0.0,0.861624,0.857934,0.867159,0.009225,0.6245,,,,,0.3932,2.2911
cora_GCN_r0.05,GIF,hybrid,42,False,0.845,-0.55,0.867159,0.865314,0.859779,-0.005535,0.6742,,,,,0.3532,0.5315
cora_GCN_r0.05,GIF,hybrid,212,False,0.8376,1.11,0.865314,0.865314,0.857934,-0.00738,0.6658,,,,,0.3791,0.0446
cora_GCN_r0.05,GIF,hybrid,722,False,0.845,0.37,0.867159,0.869004,0.857934,-0.01107,0.6297,,,,,0.4024,0.0716
cora_GCN_r0.05,GIF,hybrid,1337,False,0.845,-0.18,0.865314,0.867159,0.857934,-0.009225,0.7062,,,,,0.4159,0.0508
cora_GCN_r0.05,GIF,hybrid,2024,False,0.8339,0.0,0.861624,0.857934,0.861624,0.00369,0.6118,,,,,0.3899,0.0671
cora_GCN_r0.05,GIF,hybrid_alpha0.00,42,False,0.8321,0.74,0.867159,0.865314,0.859779,-0.005535,0.6511,,,,,0.3963,0.1799
cora_GCN_r0.05,GIF,hybrid_alpha0.00,212,False,0.8321,1.66,0.865314,0.865314,0.857934,-0.00738,0.6577,,,,,0.394,0.0697
cora_GCN_r0.05,GIF,hybrid_alpha0.00,722,False,0.8303,1.84,0.867159,0.869004,0.863469,-0.005535,0.6522,,,,,0.34,0.0602
cora_GCN_r0.05,GIF,hybrid_alpha0.00,1337,False,0.8339,0.93,0.865314,0.867159,0.863469,-0.00369,0.6558,,,,,0.2619,0.1979
cora_GCN_r0.05,GIF,hybrid_alpha0.00,2024,False,0.8321,0.18,0.861624,0.857934,0.867159,0.009225,0.6715,,,,,0.2121,0.06
cora_GCN_r0.05,GNNDelete,random,42,False,0.7122,0.0,0.867159,0.761993,0.861624,0.099631,0.6741,,,,,1.7411,0.0004
cora_GCN_r0.05,GNNDelete,random,212,False,0.7122,0.0,0.865314,0.821033,0.859779,0.038745,0.6752,,,,,1.4164,0.0002
cora_GCN_r0.05,GNNDelete,random,722,False,0.845,0.0,0.867159,0.761993,0.854244,0.092251,0.7718,,,,,1.4586,0.0002
cora_GCN_r0.05,GNNDelete,random,1337,False,0.7731,0.0,0.865314,0.730627,0.865314,0.134686,0.6472,,,,,1.4177,0.0003
cora_GCN_r0.05,GNNDelete,random,2024,False,0.762,0.0,0.861624,0.767528,0.848708,0.081181,0.7931,,,,,1.0356,0.0002
cora_GCN_r0.05,GNNDelete,degree,42,False,0.7343,-2.21,0.867159,0.725092,0.863469,0.138376,0.5572,,,,,0.988,0.0007
cora_GCN_r0.05,GNNDelete,degree,212,False,0.6439,6.83,0.865314,0.671587,0.863469,0.191882,0.6443,,,,,1.2706,0.0007
cora_GCN_r0.05,GNNDelete,degree,722,False,0.6697,17.53,0.867159,0.743542,0.865314,0.121771,0.6154,,,,,0.9384,0.0006
cora_GCN_r0.05,GNNDelete,degree,1337,False,0.7159,5.72,0.865314,0.774908,0.857934,0.083026,0.6195,,,,,0.9895,0.0005
cora_GCN_r0.05,GNNDelete,degree,2024,False,0.7399,2.21,0.861624,0.649446,0.863469,0.214022,0.5942,,,,,1.0703,0.0005
cora_GCN_r0.05,GNNDelete,pagerank,42,False,0.7989,-8.67,0.867159,0.730627,0.867159,0.136531,0.4992,,,,,1.1656,0.063
cora_GCN_r0.05,GNNDelete,pagerank,212,False,0.6292,8.3,0.865314,0.706642,0.861624,0.154982,0.5861,,,,,0.9277,0.0424
cora_GCN_r0.05,GNNDelete,pagerank,722,False,0.6587,18.63,0.867159,0.754613,0.867159,0.112546,0.5394,,,,,0.8866,0.0478
cora_GCN_r0.05,GNNDelete,pagerank,1337,False,0.7103,6.28,0.865314,0.791513,0.857934,0.066421,0.5551,,,,,1.1143,0.0504
cora_GCN_r0.05,GNNDelete,pagerank,2024,False,0.7472,1.48,0.861624,0.734317,0.865314,0.130996,0.5519,,,,,1.6596,0.0376
cora_GCN_r0.05,GNNDelete,tracin,42,False,0.8229,-11.07,0.867159,0.769373,0.846863,0.077491,0.7992,,,,,1.0775,2.6732
cora_GCN_r0.05,GNNDelete,tracin,212,False,0.7638,-5.16,0.865314,0.813653,0.863469,0.049815,0.7571,,,,,0.9659,2.6966
cora_GCN_r0.05,GNNDelete,tracin,722,False,0.81,3.5,0.867159,0.828413,0.867159,0.038745,0.6776,,,,,0.9858,2.6928
cora_GCN_r0.05,GNNDelete,tracin,1337,False,0.8192,-4.61,0.865314,0.797048,0.839483,0.042435,0.6981,,,,,0.9724,2.5781
cora_GCN_r0.05,GNNDelete,tracin,2024,False,0.8192,-5.72,0.861624,0.749077,0.856089,0.107011,0.705,,,,,1.0171,3.0086
cora_GCN_r0.05,GNNDelete,im,42,False,0.7823,-7.01,0.867159,0.750923,0.863469,0.112546,0.6139,,,,,0.9671,2.2911
cora_GCN_r0.05,GNNDelete,im,212,False,0.6845,2.77,0.865314,0.800738,0.863469,0.062731,0.6017,,,,,0.8087,2.2911
cora_GCN_r0.05,GNNDelete,im,722,False,0.69,15.5,0.867159,0.734317,0.869004,0.134686,0.6384,,,,,0.9944,2.2911
cora_GCN_r0.05,GNNDelete,im,1337,False,0.7399,3.32,0.865314,0.686347,0.863469,0.177122,0.6055,,,,,0.9588,2.2911
cora_GCN_r0.05,GNNDelete,im,2024,False,0.7472,1.48,0.861624,0.690037,0.859779,0.169742,0.5892,,,,,0.933,2.2911
cora_GCN_r0.05,GNNDelete,hybrid,42,False,0.7638,-5.16,0.867159,0.750923,0.857934,0.107011,0.7346,,,,,1.0834,0.5315
cora_GCN_r0.05,GNNDelete,hybrid,212,False,0.8007,-8.85,0.865314,0.784133,0.861624,0.077491,0.7809,,,,,0.9542,0.0446
cora_GCN_r0.05,GNNDelete,hybrid,722,False,0.7915,5.35,0.867159,0.741697,0.861624,0.119926,0.8852,,,,,1.1923,0.0716
cora_GCN_r0.05,GNNDelete,hybrid,1337,False,0.762,1.11,0.865314,0.806273,0.854244,0.04797,0.8265,,,,,1.1415,0.0508
cora_GCN_r0.05,GNNDelete,hybrid,2024,False,0.7841,-2.21,0.861624,0.767528,0.854244,0.086716,0.8535,,,,,1.0943,0.0671
cora_GCN_r0.05,GNNDelete,hybrid_alpha0.00,42,False,0.7288,-1.66,0.867159,0.704797,0.863469,0.158672,0.8033,,,,,0.9843,0.1799
cora_GCN_r0.05,GNNDelete,hybrid_alpha0.00,212,False,0.6605,5.17,0.865314,0.761993,0.867159,0.105166,0.7794,,,,,0.9776,0.0697
cora_GCN_r0.05,GNNDelete,hybrid_alpha0.00,722,False,0.7251,11.99,0.867159,0.756458,0.861624,0.105166,0.8117,,,,,0.9607,0.0602
cora_GCN_r0.05,GNNDelete,hybrid_alpha0.00,1337,False,0.6679,10.52,0.865314,0.763838,0.856089,0.092251,0.8319,,,,,1.0014,0.1979
cora_GCN_r0.05,GNNDelete,hybrid_alpha0.00,2024,False,0.7491,1.29,0.861624,0.793358,0.859779,0.066421,0.8134,,,,,0.7911,0.06
cora_GCN_r0.05,MEGU,random,42,False,0.8469,0.0,0.867159,0.863469,0.867159,0.00369,0.4553,,,,,0.4341,0.0004
cora_GCN_r0.05,MEGU,random,212,False,0.8561,0.0,0.865314,0.856089,0.863469,0.00738,0.4648,,,,,0.4475,0.0002
cora_GCN_r0.05,MEGU,random,722,False,0.8469,0.0,0.867159,0.869004,0.856089,-0.012915,0.4527,,,,,0.4388,0.0002
cora_GCN_r0.05,MEGU,random,1337,False,0.8487,0.0,0.865314,0.859779,0.865314,0.005535,0.4066,,,,,0.4523,0.0003
cora_GCN_r0.05,MEGU,random,2024,False,0.8432,0.0,0.861624,0.856089,0.856089,0.0,0.3999,,,,,0.4192,0.0002
cora_GCN_r0.05,MEGU,degree,42,False,0.8284,1.85,0.867159,0.861624,0.863469,0.001845,0.3088,,,,,0.3912,0.0007
cora_GCN_r0.05,MEGU,degree,212,False,0.8376,1.85,0.865314,0.856089,0.857934,0.001845,0.334,,,,,0.4371,0.0006
cora_GCN_r0.05,MEGU,degree,722,False,0.8339,1.3,0.867159,0.869004,0.865314,-0.00369,0.3143,,,,,0.4221,0.0006
cora_GCN_r0.05,MEGU,degree,1337,False,0.8284,2.03,0.865314,0.859779,0.867159,0.00738,0.3248,,,,,0.5033,0.0006
cora_GCN_r0.05,MEGU,degree,2024,False,0.8266,1.66,0.861624,0.856089,0.857934,0.001845,0.3249,,,,,0.4518,0.0006
cora_GCN_r0.05,MEGU,pagerank,42,False,0.8358,1.11,0.867159,0.861624,0.861624,0.0,0.2886,,,,,0.4493,0.063
cora_GCN_r0.05,MEGU,pagerank,212,False,0.8432,1.29,0.865314,0.856089,0.856089,0.0,0.3147,,,,,0.4357,0.0424
cora_GCN_r0.05,MEGU,pagerank,722,False,0.8339,1.3,0.867159,0.869004,0.867159,-0.001845,0.3001,,,,,0.4248,0.0478
cora_GCN_r0.05,MEGU,pagerank,1337,False,0.8321,1.66,0.865314,0.859779,0.863469,0.00369,0.3093,,,,,0.5499,0.0504
cora_GCN_r0.05,MEGU,pagerank,2024,False,0.8303,1.29,0.861624,0.856089,0.859779,0.00369,0.3055,,,,,0.4406,0.0376
cora_GCN_r0.05,MEGU,tracin,42,False,0.8561,-0.92,0.867159,0.865314,0.854244,-0.01107,0.8889,,,,,0.4309,2.6732
cora_GCN_r0.05,MEGU,tracin,212,False,0.8524,0.37,0.865314,0.861624,0.859779,-0.001845,0.8135,,,,,0.4328,2.6966
cora_GCN_r0.05,MEGU,tracin,722,False,0.8506,-0.37,0.867159,0.869004,0.859779,-0.009225,0.8703,,,,,0.4463,2.6928
cora_GCN_r0.05,MEGU,tracin,1337,False,0.8561,-0.74,0.865314,0.859779,0.848708,-0.01107,0.8516,,,,,0.4861,2.5781
cora_GCN_r0.05,MEGU,tracin,2024,False,0.8376,0.56,0.861624,0.857934,0.857934,0.0,0.8687,,,,,0.367,3.0086
cora_GCN_r0.05,MEGU,im,42,False,0.8358,1.11,0.867159,0.861624,0.857934,-0.00369,0.3967,,,,,0.4422,2.2911
cora_GCN_r0.05,MEGU,im,212,False,0.845,1.11,0.865314,0.857934,0.867159,0.009225,0.4062,,,,,0.4251,2.2911
cora_GCN_r0.05,MEGU,im,722,False,0.8395,0.74,0.867159,0.869004,0.878229,0.009225,0.4235,,,,,0.4328,2.2911
cora_GCN_r0.05,MEGU,im,1337,False,0.8358,1.29,0.865314,0.859779,0.859779,0.0,0.4154,,,,,0.4327,2.2911
cora_GCN_r0.05,MEGU,im,2024,False,0.8339,0.93,0.861624,0.857934,0.857934,0.0,0.418,,,,,0.4454,2.2911
cora_GCN_r0.05,MEGU,hybrid,42,False,0.845,0.19,0.867159,0.863469,0.859779,-0.00369,0.7227,,,,,0.4374,0.5315
cora_GCN_r0.05,MEGU,hybrid,212,False,0.8469,0.92,0.865314,0.856089,0.857934,0.001845,0.6774,,,,,0.4482,0.0446
cora_GCN_r0.05,MEGU,hybrid,722,False,0.8432,0.37,0.867159,0.867159,0.863469,-0.00369,0.6815,,,,,0.3938,0.0716
