Phase,Method,Strategy,F1_Drop_Mean,F1_Drop_Std,P_Value_vs_Random,N_Seeds,MIA_AUC_Mean
ratio_sensitivity,GIF,hybrid_v4,2.73,0.7880609113514006,0.001541571499282428,20,0.616845
ratio_sensitivity,GIF,im_v4,2.6385,0.6333267324217413,0.0017542022600688977,20,0.6143050000000001
ratio_sensitivity,GIF,tracin,1.8724999999999998,0.7608671040332865,0.5206336626059083,20,0.60508
ratio_sensitivity,GIF,degree,2.5640000000000005,1.4052878708648986,0.03439870280614586,20,0.6019300000000001
ratio_sensitivity,GIF,random,1.7905,0.7687618291772816,1.0,20,0.602495
ratio_sensitivity,GIF,pagerank,2.6959999999999993,1.4302566203307714,0.020485788923682746,20,0.60071
ratio_sensitivity,GNNDelete,random,14.364499999999996,5.6291735405830226,1.0,20,0.6818250000000001
ratio_sensitivity,GNNDelete,pagerank,13.091,5.159576436104033,0.358957125288047,20,0.658245
ratio_sensitivity,GNNDelete,degree,12.518999999999997,5.776239174410977,0.07671753571627758,20,0.664655
ratio_sensitivity,GNNDelete,im_v4,14.841999999999999,4.063148532849864,0.7324955365661765,20,0.7087950000000001
ratio_sensitivity,GNNDelete,tracin,12.972000000000003,4.294659008582637,0.14203203486900476,20,0.76356
ratio_sensitivity,GNNDelete,hybrid_v4,14.77,4.023867542551569,0.7403377467386039,20,0.78289
